time,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
144600,0.03419614220707956,0.005944299415915566,0.11072908132014447,0.1543278671042998,0.3445760354744536,0.08855231119969886,0.2293647730004693,0.06131548854726532,0.1479588397865257,0.09404397731728409,0.10986508541984819,6.997826960603309,0.4278506601525862,0.147854951276031,0.3140906582581735,0.019951178172398443,0.031157099487984397,0.017409576316559594,0.3575607545454318,0.45538231589190303,0.1364386100415942,0.24811033358040646,0.2988725033921966,0.13254228900257914,0.41928462733189065,0.022232212399075024,0.04500649909090271,0.03238529846097293,0.061776541031548504,0.050774624790008716
144900,0.1084472454226102,0.004280497694168162,0.14630711838016452,0.15158964992667734,0.3774348995435801,0.1234772728598017,0.32252711154244906,0.07765394342220588,0.18428491762656307,0.10966887099210254,0.21700341131742817,8.09789034267975,0.49058582109304183,0.20030710837942678,0.3268079114679807,0.02019730526476593,0.03417988757082924,0.025288028298525944,0.47975319724478993,0.5941512169393093,0.24695367359192488,0.28533432612207577,0.37230385976641855,0.10840120262150776,0.5248379562699768,0.028030073184559967,0.05718919128002398,0.03934039479657514,0.07893245867410315,0.06504973637171219
145200,0.0606886766229664,0.004712026885457021,0.110632279759173,0.1327455477440722,0.31329613039048354,0.08912276558375254,0.23093847073920415,0.06141231080842857,0.1478969933517078,0.09169280678501934,0.14842610280982882,6.621523389315392,0.4083887602255061,0.15327648918939474,0.2848641321804237,0.018113048557154343,0.029507269235452327,0.01883678557625501,0.3662488898803602,0.45431975385920964,0.17344375760747255,0.23561621719370152,0.28630610550881386,0.1328323001018319,0.41645619224820507,0.02242716501335451,0.0455215835558036,0.03213554810501762,0.06282372901127076,0.05096726635137827
145500,0.17598954085607232,0.0035111377414338563,0.15855015147866425,0.15891930917741348,0.3640151822850086,0.13043366614130747,0.3524057779500538,0.07712296175847655,0.18446342306882713,0.10688462478319138,0.19279280814396316,7.990258853241986,0.47277570431108273,0.2208066935559998,0.2908797112555348,0.0188826363730783,0.03296375320019962,0.025986249056458632,0.4993352105424762,0.5642168426013896,0.2512543549479105,0.2724000544763783,0.35723088073304865,0.048561342967815335,0.5270003707026234,0.0284034748544002,0.06052327819096348,0.03952376803889024,0.07634095740567659,0.06487623486891891
145800,0.2417958788602519,0.003945538657632142,0.1850413136245166,0.16535952909598706,0.42056329274003446,0.15815799780777695,0.429294875549715,0.09473615282242065,0.22615015320241127,0.12499370424072964,0.23985054135052764,9.654338099361553,0.5581979614167878,0.27645864471065096,0.3719526895986647,0.022609618301750345,0.038368528301539584,0.031710257726807356,0.5998093674869409,0.6769320722435808,0.3159022373957967,0.32099510579241297,0.4197301061398093,0.0759490727371599,0.6289706599258267,0.03535434478122568,0.07493796428873623,0.04914669930320059,0.095764143115872,0.07919250898574859
146100,0.0765420654510649,0.004499961206100522,0.12630093700873601,0.14206800606059033,0.3478590494522251,0.10563307514634346,0.272956319636954,0.06926182501204181,0.16498628390900194,0.10008343824703303,0.18791311923770593,7.380612293776053,0.4497213274785494,0.17396671680313602,0.3088507315485103,0.01908979705579128,0.03165079064998366,0.021878384732652023,0.4184093605043344,0.530189833516097,0.20896760859399421,0.2615751273234679,0.33296393422499193,0.11714085514464756,0.4701756598545046,0.024942517501116868,0.05061009577347875,0.03527619567488216,0.07033828764333805,0.05794826046203383
146400,0.09929709997958724,0.006153839137944317,0.1321615364963762,0.15039687724231499,0.3668066964595411,0.10862941929952541,0.29125556063659275,0.07215793010514915,0.1744645017440405,0.10409569340531277,0.11555137507539825,7.894947229767624,0.4732576085025073,0.18907231417067294,0.36020777943605253,0.022150546319288367,0.034166895278119114,0.020959682242782662,0.42650399173921727,0.5131719411177187,0.171586953608049,0.2696505309983479,0.32730947221705264,0.14696129633155408,0.47745570058732767,0.026923246231369546,0.055080617944099686,0.03887829310892954,0.074243835175416,0.05941406074769162
146700,0.17717493818092578,0.0033871477544948903,0.1498334545952673,0.14013063560724248,0.34471480072701155,0.1253305287384876,0.33866664811640845,0.07643764850076451,0.1826094094737698,0.10362957878248835,0.19803406658765255,7.787673552321429,0.4569937587322741,0.217515620403951,0.2959347050419723,0.01861587421134203,0.03190816062101476,0.025651881534194843,0.48523661595991996,0.5411931583887082,0.25549664697572183,0.26376312241142585,0.3406298903360465,0.07794296867495376,0.5079561912039381,0.028494494389022407,0.05999264810314031,0.03985189575787018,0.07766875938751383,0.06365252673008115
147000,0.0685499183423417,0.0042097093829553955,0.12104273472476734,0.1285638154548039,0.3105781658045714,0.09566903178076558,0.2522325036139961,0.06234047782736951,0.14867723646391084,0.09207508626565897,0.15365830382087609,6.578974702901753,0.4056494283758738,0.15592966959799526,0.269708394804951,0.017459875790699186,0.029202499265117865,0.019789111480925214,0.38649522430669947,0.4597278523290882,0.18329136998742257,0.23419855654653787,0.29804478973505866,0.11101196956558823,0.41846587261036206,0.02266820152331661,0.045763189711600205,0.03231543336686116,0.06399134191640599,0.051802709403105496
147300,0.013261012336322153,0.0060533909498659,0.09910928277215447,0.13524024357348452,0.30717494831890235,0.07106190131724333,0.18724236220975854,0.05360976481633628,0.12912734691593641,0.08511380561710524,0.08016524972394024,6.209527597684151,0.3840049680122064,0.12488618779978822,0.2942328129545615,0.018743270405103374,0.028688613566444587,0.014400950561217485,0.3084729406213924,0.38677134980798655,0.10363430054760414,0.22194106557812177,0.2576685693615701,0.14234890043002224,0.36239961155801836,0.019442516898955375,0.03849270883674194,0.028598539975007498,0.05522083329999106,0.04402418244319506
147600,0.22962892869999507,0.003675745613904269,0.17944108060619612,0.15021945737358067,0.40361971328853485,0.15982908257034723,0.42950689704915845,0.09503983853649345,0.22763769652366506,0.1248653905452386,0.24916008182049865,9.33529860547306,0.5531492260401834,0.27024263674828575,0.3652333195837443,0.022364674017786967,0.03809974843804298,0.03218321905136179,0.5987298911909491,0.6798063660511673,0.32732442782922533,0.3147934238409178,0.41436229840662264,0.11820367976018531,0.6227531264521531,0.035759539033158205,0.07481850168429105,0.04990798273151853,0.09799421279643639,0.0790555959212611
147900,0.21198969025225267,0.004702958604454466,0.19002153626794893,0.19016281132248736,0.4647312093291802,0.1655348700673116,0.4409942123178183,0.09945255875835812,0.23774163288075556,0.13464744554256924,0.25498395431856835,10.280060032057825,0.605518739911524,0.27887726405661084,0.4016222105333611,0.024641364408445554,0.04166842299147078,0.032877192736449956,0.6226067542397331,0.7383308492772045,0.32150962867712707,0.3496493394031148,0.4568616745737941,0.0960409208064732,0.6707131803970512,0.036667407563093946,0.07717090169116148,0.05117153737742086,0.09985625545027688,0.08335966724609278
148200,0.0035339621259922183,0.006129417125947612,0.10707169303165642,0.14477598894249866,0.3407402113403464,0.08517476716645689,0.21632335672788372,0.060853222564759335,0.14576249602124136,0.09500530263063212,0.12111907494413288,6.813330149380384,0.42976378204566146,0.1334917462748777,0.31797011461126345,0.020173967167828266,0.03147940240828717,0.017106790174409525,0.3499023091903126,0.4612523580516452,0.13562563224447644,0.2488685840201299,0.3031442409365255,0.16560020039437973,0.4113852065476209,0.021793156151929338,0.04245676722373304,0.031906103751062176,0.06290144814370535,0.050242384626002945
148500,0.0014114777877551887,0.00460780638485403,0.0928161143011863,0.13912951275705154,0.2985776246988294,0.07452678797611867,0.18483859489948173,0.05229704846104255,0.12546372742264822,0.08276390846248205,0.13631324816316237,5.840585941465427,0.3707021811914757,0.11686435351369795,0.2477969825098043,0.01634862398259429,0.026899117122333394,0.015676909001435035,0.30797414038496385,0.4107910433978006,0.13764081176000786,0.21797421564566122,0.26597019473498307,0.12069658683483198,0.36783915955857793,0.018451039897179555,0.0368265862395063,0.026667539837525567,0.05245796773610323,0.04366990557069528
148800,0.11588946152605928,0.00456312261734837,0.13402135513709368,0.13681353817678144,0.343552835066248,0.1112094300864328,0.2959729713273376,0.07229075496949378,0.17299739081962429,0.10178891665250944,0.17121784850719735,7.51784125688344,0.4529210561539969,0.1907808911646427,0.3177128132115925,0.019740683261595393,0.03223988886682605,0.022835972422363682,0.4401671985215998,0.5177439070979446,0.21620198685366177,0.26093407115664746,0.32618417406695244,0.1302528830784624,0.4775883052174805,0.026798319145044047,0.05479476951737894,0.03808140160015938,0.07488688965232626,0.059766129938708445
149100,0.05260053014700361,0.00612679870121724,0.13730579893425698,0.15156752410776875,0.39096625848935673,0.11812037551678145,0.30449041704513036,0.07833663876514407,0.18794505923545302,0.1148839475574519,0.17407732195349013,8.257485627500301,0.5157047349241068,0.18475731365088421,0.37319590569592265,0.02330518456393804,0.03707267971689987,0.023655958333201,0.4622204778347623,0.5815972203257189,0.21023276556173442,0.2947093096875264,0.37210720227884764,0.1951641662360757,0.5159152811558556,0.028718145104541293,0.05673409926168915,0.04154245822892477,0.08199074194608613,0.0645996156941564
149400,0.1479944427337685,0.004028521944611896,0.15424149075062843,0.14097133567923947,0.3613528378215207,0.12888175188844997,0.3461554325531111,0.07860755494176885,0.18717708648865283,0.10844013763946236,0.1938833685289083,7.994796933362885,0.48040881402315705,0.21278405643833054,0.3190931405144326,0.0199747770882297,0.03369477538762311,0.025827186949342718,0.4956242511061646,0.5720101643535429,0.24900552528487196,0.27539157562359406,0.3612415256385262,0.10191843545122481,0.5205616702951303,0.02902926734129352,0.05980216406926786,0.040788017086342165,0.0806949449060852,0.06548566049819016
149700,0.21768222825389216,0.003673502594573108,0.17377682391141747,0.1573021866347446,0.39584864922282037,0.15281270730542929,0.4132991327319928,0.08949437866839816,0.21362989604735105,0.11763059729903347,0.22074646463877912,8.94353855134424,0.5246237345133977,0.25598127931301207,0.3437689636711383,0.021295144309789293,0.03609441308271499,0.02997403875940563,0.5673748985021447,0.6360701371014912,0.2953090946581014,0.30107562531222243,0.39852677701758665,0.08424577388826293,0.5908088725988279,0.03351842625576751,0.07062846941040846,0.04679341585912056,0.09110534478686816,0.07461286521655097
150000,0.03673703745523227,0.005518634552025503,0.1202903332356442,0.14070590660714544,0.3442491733479258,0.09881136318212924,0.25663470113065756,0.06624719410542923,0.1583484529117669,0.09886028291328586,0.1399276999375516,7.08888352885452,0.44275767556376167,0.15468170422307992,0.3180952630841105,0.02018442276224164,0.032107198438311,0.019720912469615826,0.39329190475258713,0.48913866771163583,0.16874471271652425,0.2555119328397879,0.3193488205522357,0.159875302550347,0.43910102209412116,0.024130208794879593,0.04758379034917226,0.034985938978053355,0.06913769932484826,0.05457886334927764
150300,0.2469429985257321,0.003953066350810275,0.21141968735499006,0.19690048081688616,0.5043093858731638,0.1887682494705345,0.49963109858683197,0.1121512015801116,0.2653624327604902,0.14723864839844936,0.33789092925371733,11.231793853331396,0.6610252312320668,0.3128109435821642,0.42858704745721354,0.025641447625140756,0.044547079721503735,0.03824613898931517,0.70462857970697,0.846474066347092,0.3965098920340111,0.3858474223278918,0.5161125803262081,0.09666834589643258,0.752918136260682,0.04100832653263353,0.0857243361814568,0.056555950516049336,0.11364578001724368,0.09423645993494034
150600,0.005325701531731397,0.007522100992410685,0.11953862382765834,0.17152629982776801,0.4071962734043453,0.0941782489184888,0.23830034250141097,0.07123792961171205,0.16969469756291033,0.1098015061066846,0.144772624347695,8.137015210470025,0.5029054769623613,0.15648308470022698,0.39407579019074745,0.024089539962112383,0.0366878719039434,0.019342881561122738,0.3960971128482953,0.5367181396334786,0.15296129925570767,0.295771236464212,0.35059387044307755,0.20048126642979724,0.47911402745461373,0.025413803211272068,0.04927167734188487,0.03722364176024229,0.0741468712706137,0.0585648061191435
150900,0.11121432037609225,0.005899466475668191,0.1449482777893465,0.18349283367336255,0.41728004021059206,0.11788441995717136,0.3092131468940025,0.08013834619647042,0.192103712490848,0.11582254135369396,0.19111333472404368,8.792821348495053,0.5244263400995521,0.21087160764234625,0.3746439070781946,0.023110372193485773,0.037267119365743895,0.024400143716285072,0.47612240651605475,0.5919908360097068,0.22383237843522608,0.30756350495683193,0.37117454717861165,0.13284121001778715,0.5477351490695455,0.029201820884402707,0.06045423916850012,0.04147154598992131,0.08078919011398256,0.06669688070472546
151200,0.17397036253233011,0.004183507222649041,0.1602934058930856,0.155620204229173,0.4052541708321584,0.14681118932351467,0.3865296041845383,0.08953585590641921,0.21378363889395047,0.1191804490408046,0.24001668346828353,9.021261434596557,0.5367130688485844,0.24279233512455534,0.3685466299295683,0.02216400444716271,0.03684392754966126,0.02942165537232455,0.5473432539200473,0.6583932213302361,0.2942507037633604,0.309942166046568,0.40366839192081727,0.1302519657115937,0.5913423559417268,0.03322583190792017,0.06871444633890178,0.046628893557773665,0.09212433897334193,0.0744833540172607
151500,0.1596093886231813,0.00647304058170306,0.18377990295261526,0.18255623670557242,0.48902983956984514,0.1667698125749908,0.4367060645504708,0.10482521858342864,0.25178257800881454,0.14407528487958388,0.2450368901176958,10.771286327759572,0.6534156882414592,0.2729496837726657,0.47401282011858825,0.028427118196574952,0.0455978557739698,0.032873667063050505,0.6264520706450369,0.7804289469390469,0.31042522989637433,0.37192253453002877,0.4768633311255428,0.2027575737124181,0.6907183977529172,0.03888252144900406,0.07911783104107428,0.05519615281000512,0.1086955729271395,0.08697904628035502
151800,0.028478829737458966,0.005038687349724569,0.0652449662585397,0.1093483379069724,0.23741592082179608,0.047292398458111506,0.11797995596640476,0.03882368359472821,0.09404493920260393,0.06488588371419723,0.06021623479001903,4.630007817521964,0.29247930637952635,0.07952746840125968,0.22386279362728345,0.014663571285950638,0.022203256759461,0.009910978360288425,0.21317103825824546,0.27749065620499636,0.0662416380017703,0.17045260927248762,0.19303063346028182,0.13307745386546088,0.26366599164218485,0.01398208821495217,0.02706029383962516,0.021087124473879726,0.040063560575525514,0.03162874554433159
152100,0.016342372835573826,0.007332846142972471,0.12866850651732165,0.1632615562622206,0.41294155197208227,0.11252896438779914,0.2853917975090354,0.07743208979501759,0.18623519955050938,0.11583861085865266,0.1482960398554951,8.507085232968564,0.5302914985123408,0.17425271091916272,0.4081161484965392,0.024999528776973534,0.03826336371745498,0.02189430100425227,0.4387400374070509,0.584506327886082,0.17756023690218115,0.30418422418470925,0.376320898011393,0.21669941833813766,0.5127802967953698,0.028181300040785118,0.055050081485973124,0.041269748509094484,0.08086337720478554,0.06366752588428426
152400,0.03568227405860824,0.008397267487325166,0.15687255916546405,0.2126799681829752,0.4912993052914487,0.12331799999142135,0.3177011070255844,0.08765945861986779,0.20953863860692223,0.1337936499026,0.17883415730111096,9.941040567776412,0.6103454120408216,0.206294631149035,0.4557907241925676,0.028284449671929224,0.044176929556186906,0.024832421440351027,0.5065201072694094,0.6659843263589593,0.2016926555469638,0.35630258157253536,0.43087022530577457,0.19556238141535687,0.599077010670527,0.03134772162083266,0.0624688552197199,0.04535843378722859,0.08922313561992468,0.07275494825234574
152700,0.06491922576235964,0.006651180795444134,0.12344746371388027,0.16183562737035118,0.37647333406632555,0.10517733131503348,0.2748162067605122,0.07154618334013918,0.17401806379014317,0.10600898155838223,0.11500781533879945,7.8774984068928795,0.4820382646386179,0.1776039910392413,0.36331249225982987,0.022902615175674157,0.035122497987764234,0.020357089921880345,0.4127490316386755,0.5082457356533041,0.16262334909115594,0.2751603210548552,0.3283630693501678,0.17773901247550583,0.47700008038657415,0.026685681628592306,0.05422545074387841,0.039002553428318265,0.07358536445723729,0.05871341880726533
153000,0.16024063713398817,0.004178125449861625,0.16409720280792328,0.14783050343897486,0.38653072820160617,0.14141202252960028,0.37644276986463154,0.08636053643479613,0.20640527726523317,0.11858006499505791,0.22365936596876423,8.639832247377097,0.5231294626085514,0.2318002278232001,0.3442107900186855,0.021644003867905326,0.036673649671648434,0.028675672787962014,0.5413045678347217,0.6245206684401765,0.28326614897161306,0.29867253456702514,0.3915226305986721,0.13077619207469837,0.5684473451112027,0.03210591133145613,0.06600219885967107,0.04522104545723238,0.08923965497827879,0.07176993395484033
153300,0.005893742330236762,0.006543052081177336,0.09031745246842604,0.17275477381918591,0.35355074613119797,0.07292530294783717,0.17827228719927035,0.05631563090680913,0.13650374090629924,0.0899182178754856,0.11176089571090131,6.784055205627983,0.4201001653140892,0.12846648204843802,0.3196491321828887,0.019945394798824623,0.030461298983730956,0.014745344045721254,0.3052250565320449,0.44694934023637245,0.10964282489520372,0.24828115107015236,0.281800829985265,0.14148986287415255,0.4064820362666879,0.019816343319448038,0.040260354903239204,0.0288744890998629,0.05513679413808603,0.04714127015135716
153600,0.1482504245268359,0.004671329612463637,0.16700132013920665,0.1597248988754103,0.41555019990522624,0.14859874800474415,0.3909231542217739,0.09020844648720328,0.21555581570104465,0.1239298649601821,0.2311574534657197,9.128820044826995,0.5544032319065479,0.23701662998490747,0.37288281907281373,0.023061122440623194,0.038542096009734905,0.02948643549486718,0.5575505383964199,0.6713887492895338,0.28628494829376905,0.3170903799046556,0.41845840052612715,0.139747600646281,0.5978851350614818,0.03327591807247643,0.0681298916612505,0.04691735661205598,0.09272795877883766,0.07517761353191332
153900,0.006257250298020267,0.007945941610067564,0.12423738422235431,0.18677158369080615,0.4227445971535815,0.09986918334893602,0.2537124556479995,0.0730973453878434,0.17626745572552238,0.11378655500392654,0.12689721940117238,8.43490868651573,0.5227026420684595,0.16616830035791708,0.40216460964395395,0.025105054620070177,0.03823049725252048,0.019720007969148412,0.4095726676047349,0.5506799589324629,0.14744208469014808,0.30360965962875497,0.35830565572059925,0.19576132884459696,0.4998796338854632,0.026312035970619263,0.05218167947746366,0.0386171155202959,0.07456600165247806,0.060336627376372576
154200,0.2579976379105702,0.004981325585120544,0.19842511619415149,0.17459874806200304,0.45586434326797587,0.17093553254030525,0.46737246740928384,0.1018763700120644,0.24376470280481044,0.13379452805319403,0.2192036601384615,10.444094892066243,0.6037904650973402,0.29698245105125665,0.4249857722628505,0.025426087670950892,0.04165944955557421,0.03307597052739908,0.638368736912355,0.7248831200442112,0.3143134846236251,0.3441984370488598,0.44827850454269935,0.09685408106130922,0.6701063055411964,0.0382587175903879,0.08068458072195739,0.05349826431962157,0.10377355410748379,0.08483410524438284
154500,0.17153835100418746,0.005482593125520907,0.164195766953398,0.16636607501246203,0.42471705619726663,0.14471915785095035,0.38462505348237386,0.09147941098665058,0.22004097856287785,0.12491584850155846,0.20818441257708287,9.42216055087605,0.5636147143441619,0.24871710560697835,0.404356127217568,0.02451943642268617,0.03950843525800707,0.02884790786060165,0.5516134440317231,0.6602195459272266,0.27397136777452147,0.3220227818819055,0.40439885322201263,0.15814713269276126,0.6051446967602843,0.034200327392511554,0.07073903269072446,0.04840694701921677,0.09433216552201884,0.07581715110259069
