time,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
3000,0.006992723889005958,0.009855962905909621,0.010425606668263754,0.006655176481217495,0.0001910991002844753,0.0005680363973823432,0.0001072663491825665,0.0019455368593028766,0.00011136125119293183,0.0005284520660993053,0.00017759218206236937,0.0009432665291200237,0.0006029477262714522,0.00487551379375617,0.0014558852540318412,0.000540553247596165,0.0015089964325483152,0.0009230924328917922,0.00032052779572921963,0.0005321100563051573,4.553227581283181e-05,0.0017061522967409815,0.002390839528892741,0.0009644881216885892,0.002543665481233859,0.0006578564908465978,1.6749057166975945e-05,0.00030774625122376165,0.0001697844391230774,0.00019344263205312018,0.0015770012906628494,0.0004945817405896946,8.55007035980293e-05
3300,0.0010521224590007705,0.0005424440176540202,6.495812802853607e-05,0.0026212481705414348,0.00010227704954957062,0.00019956823301470195,3.1728933599595166e-05,0.0007928031589941043,0.000669347764954864,0.0018386062632700373,0.0008897102657030587,0.00011661689422481913,0.0003472168020479671,0.0008360994983505066,0.0047460339496616655,0.0009281640654421608,0.0007875514553319363,0.0001173150915931842,0.00010398298865510469,7.305392680478917e-05,0.0006079178294982057,0.004019459649676094,0.0010687502992539066,0.0031303692625925805,0.0005830500848702513,0.0001518586640187891,0.0008800510624809021,0.0007812647562417396,0.0007508600472547755,1.8630315267387232e-05,0.00014787298231055956,0.0003718430542534179,0.0003414363585676483
3600,0.0038496037111812598,0.012128438686694665,0.006017429391313556,0.008699282650013629,0.00022238818221609336,0.0027857580294678996,0.0016263965430525218,0.0010996222784172005,0.0005848025749628505,0.0023062099809294523,8.145676827098214e-05,0.0003344249493935081,0.0001627983147969303,4.774437392995878e-06,0.0029403564375698465,0.0009972786781560217,0.0034562972895528787,0.002149025916416747,0.0002298961611870709,0.0004078670503417925,0.00033436118037855067,0.0031670090822686348,0.00044356297043890436,1.3130625696078368e-05,0.00037663388965114564,0.0009127231339647324,0.0021267511968190433,0.0013357887742628805,0.0008390057690306207,0.0005147873394975022,0.0004943526542078303,0.00023362059944531666,0.0004752954304336754
3900,0.0005771313254498978,0.0011981170288635212,0.0009421413580170679,0.001688414950109518,4.692734456313019e-05,0.0005056145399393586,0.001589288046773163,0.0005485971747489771,0.0010941291241195472,0.0018826619516545406,0.0008809898938935135,0.0019620886775584268,5.5695741565386925e-05,0.004995493206770618,0.0032454839347124675,0.00038525749728535175,0.0006746085185156403,0.0014443883928336732,0.00018901766185308588,0.00024321767522650362,0.0007009396483113051,0.0066388450874868,0.0014943265819908902,0.0041195850837567605,0.0013158508787114442,0.001265237093839744,0.00036174652701959076,0.001369271855779175,0.0022253111463328423,0.0003122501065462302,0.0007224410268520387,0.00024729126214850794,0.0011075206074124821
4200,0.0032052724064968174,0.008348945279259112,0.004700632607011812,0.0010710356267225052,0.00010666888764632176,0.004414591311913796,0.00021553415952269006,4.145246450093509e-06,0.0013297320192720008,0.004854420445269625,0.0006192922232131082,0.0007199069279835157,0.0009710372332634165,0.0011569077335025213,0.003185316562312579,0.00046367125096935524,0.000404364583353356,0.0005431173253569455,0.0001670188017968144,0.000488714490003872,0.0013606989523324842,0.003911230877285732,0.0009764057878385302,0.001760403879949024,0.00027045153231597396,0.00035240875202191546,0.0015983602869482638,0.0003852098393366532,0.00011152775530121062,0.0002176742286650324,0.00028286972986535375,0.0005247042447678041,0.0012831462501949886
4500,0.0028553652203839874,0.004821703775625963,0.003668992437212637,0.0010805690782618171,8.222585737627242e-05,0.0016782728304818306,0.0003414162398414078,0.00024220391384943696,0.0015810518187819866,0.005009960018909965,0.0002605666029253939,0.00030373046847387286,5.6777053572432123e-05,0.0006630608649231817,0.0038824116483731075,0.0014844145848371681,5.693880587642752e-05,0.0011921746359462304,0.000289196294168903,3.740034001964432e-05,0.00034883021351106436,0.0013200047668391335,0.0014003387336387618,0.0009257914158524727,5.24754234660918e-05,0.0006782218263836626,0.0006574950432707283,0.000197760154598825,0.0005205152951717196,0.0002663763841823652,0.000790712745939004,0.0007428332692569484,0.00035106251024785706
4800,0.0038220237831225745,0.01186746373011971,0.0069646236228777525,0.006430282484188865,3.451614944083303e-05,5.075202444970728e-06,0.0007230171554652998,0.0004640272334341944,0.0007782590505840403,0.000294810837694115,0.0007245477578692316,0.0011944413140199117,0.0005545990348139185,0.0021548398793100887,0.0023774826713065522,0.0017755310507183708,0.0018456018499151128,0.00025929514901434914,0.00023018944781938444,0.00041138818816222056,0.00058502704867891,0.0013577651858298623,0.0010792806723927129,0.0017648412699884375,0.000247925402007354,0.002425815031529055,0.0011406121398920277,0.0004569242524468109,0.000658698247768541,5.9319189283257856e-05,0.0013186562725238105,0.0006428367092183862,5.954047622935832e-05
5100,0.0004910035151155512,0.0110866115539352,0.0036074371814152073,0.00717421996746026,9.419543179944867e-05,0.0017731306273987002,0.0004670985805788064,0.0008277435025121349,0.0012969320447240307,0.0037959975088099895,0.00035778640349803936,0.0002959568821339076,0.0016328574917992,0.0011544177699818192,0.00818748215145959,0.000728414851593584,0.0023898407298545976,0.00044179072717298595,0.0002422437692715107,0.0002529409715918973,0.0012577390475172479,0.0008154763692544975,0.001403879171427036,0.0005663429219140426,0.00039941541527355184,0.0002183349172639737,0.0007175245657649043,9.362711061555729e-06,0.0006402123525219849,0.0003826642355377885,0.0005272979463413208,0.00026725762091217575,0.0002664808711685396
5400,0.0029830142301072726,0.006771383644014861,0.005313626354883638,0.009341760684804967,0.00013639850700997158,0.00012384058182846047,0.0003696273243605219,0.0018550973287645434,0.0005421982520132929,0.0021748522032609685,0.00017656424624590272,0.0012238243307223229,0.0016410716647001777,0.00019584796165617036,0.006956994463649835,0.0014377652229953242,0.003453942148773592,0.0006896419954927069,0.00037554141598405977,0.0006558613134188818,0.0002815570862679806,0.0028586293934438345,0.0007734040474858261,0.0029926796078143525,0.0009116844222631926,0.0005642288250697902,0.0018744440996130152,0.0006215221577079433,0.0008919146705466119,7.755681167509465e-06,0.00015175695749292117,0.00014939765931387683,0.0008781305837146647
5700,0.0027635329473767456,0.009050860303425168,0.004935789742610552,0.005186396822175254,0.00022296659591347634,0.001014544422126562,0.0007138443208631884,0.0010796977759852666,0.0007378497488517155,0.002823390604142162,0.0005633723904310273,0.00016366632941355874,0.0008082856655633464,0.002925516964758401,0.0032779113948713245,0.0005259072232348672,0.0012534809409601166,0.0006500919094705182,0.000222656255331799,0.0007894079544641386,0.0007444503900018162,0.0010856710859314944,0.0005882984369165456,7.865064500123253e-05,0.0007667175002907811,0.00012346232589521833,0.001133623888470936,0.00033281774110349716,0.00047703836720813797,0.0004415260869023996,0.00043605278753489074,6.0129706369593805e-06,0.0005307746693716808
6000,0.002413278572539923,0.008242159111730984,0.005194924548590052,0.00657854158146165,0.00019186497455336848,0.0018117387812139896,0.00019057161198787753,0.0008952815294520633,0.001316868819273509,0.003978485060663672,2.1647669072422104e-05,0.0008700102836556312,4.1836676324180644e-05,0.000964152388590378,0.005265947950672256,0.0020662955826509233,0.002297228535070417,0.0006134868653759895,0.00043019998275894977,0.0005571261028478602,0.0011528731373360301,0.0027898959118175526,0.001967407055403214,0.0031671686241097063,8.581510044081142e-05,5.759319765985538e-05,0.000874846322851397,9.009852902863713e-06,0.0012659613584489193,0.00034285357042307396,0.00029841321411083754,0.0003143969659618051,8.691164197927037e-05
6300,3.315882777954471e-05,0.011837360234544292,0.003539990397513293,0.006771433315584829,0.0001096913183715742,0.0012405658023126875,0.0007702072426454265,0.000623265968336284,0.0005143270943150924,0.0002926260792222024,0.0008839230026111977,0.0008991177145531992,0.0009163440055317551,0.0006523575874126664,0.0044756842957980325,0.002850179079267434,0.0023303234371923054,0.0006232546990787569,0.00021211437638868347,0.00029269807586018715,0.00010498913229639584,0.00015924858637106354,0.002273068605269657,0.0007652423766231209,0.00014514714735724965,0.0005174814941142358,0.0005382427340876461,8.514049966379389e-05,0.0005621379646854052,7.219618121467875e-05,0.000653864402359261,0.0005145957831942383,0.00022661223279385467
6600,0.0013072582573379066,0.004646825283536771,0.002970829786029583,0.0037134881001179565,9.159421824023184e-05,0.0013102830850897362,0.0003143162413365985,0.000880805412656116,0.0010520904303774614,0.002453633699992963,3.311631717650698e-05,0.00020544319864512772,0.0004951112970843496,0.00015869045403604787,0.00426419841505421,0.000830200950190374,0.0009444779416796223,0.0005866893024375486,0.0003149629607719362,0.0006584285394097833,0.0006892217407141743,0.000972905101711774,0.0006016085064075583,0.00010403559817007135,0.0005522767852284005,0.00034274331423489457,0.0003663102751048086,0.00015033955072851768,0.00016144099223680541,4.6757939394126424e-05,0.0002950950435121058,1.1810626972419414e-05,0.0009405590229931704
6900,0.0005428756297654047,0.015873743713740396,0.004318125527717598,0.005374358791485179,0.0001364170232349693,0.0002831062936934359,9.717970628742023e-05,0.0008390906936810438,0.00048348252745000764,0.0012836507191167357,0.00035078994570625355,0.00031979708663953943,7.24367836824058e-08,0.0014249331982085778,0.005443986683062008,0.0009792664661674166,0.0020246939032588784,0.00010239258357103154,0.00040289346083000055,1.5316590634029126e-05,0.0006351614443715903,0.001155690004637222,0.001768158543406173,0.00016276331641762454,0.0005079662810487662,0.00031155778270886003,0.00047360585458022797,3.985623667546179e-05,0.0002817148623321941,7.2167143443380155e-06,0.00029283552401437873,0.0003123252749546168,0.0001643986767803085
7200,0.0026830824981622925,0.009804135974263772,0.004758674193205081,0.004329651551799429,6.0483609217953926e-05,0.000458720723479189,0.0011069061097757071,0.0009010538363725118,1.5174059512901295e-05,0.0005246475053368727,0.0002644654250687495,0.00012873661629697608,0.0007047306563521261,0.0007152839332391636,0.003509504037126021,7.699893399149005e-05,0.0010529419963987152,0.0011918733166069728,6.441063935369584e-05,0.0002463998869401962,0.0003023382609583791,0.0024909964312342936,0.00040502580969814517,0.0008215353493952193,0.00010785380238331754,0.0002989236493320391,0.0012151948530529921,0.00033041293844604525,0.0003633467179042782,0.00021063459124803785,8.40442213458914e-05,0.00017416716756457618,0.0005804918811307402
7500,0.00036745666191606574,0.004366707396926017,0.000692328988087354,0.005417416687080845,7.84829442537216e-05,0.0005407693313230766,0.00042116354867971495,0.0005842561505531307,0.00027416837661320415,0.0025251610399905644,0.00045951483301109874,0.0007021487534473181,0.000475524216994927,0.0013674678340720448,0.0043243780967650025,0.0008607258398285467,0.0013324815489283992,0.0006279676125231504,0.00016340100776801592,2.7135077345974423e-05,0.00019990745633435836,0.0016403320534479349,4.090295191616633e-05,0.0015421099546628625,0.0004938447718672023,0.0008476499453564657,0.000657040377426199,0.0004867442997493754,0.00020649181631426927,0.0001766285302338133,0.0003534898867982861,0.00028793616419875434,8.773477620849235e-05
7800,0.016508159246551912,0.022547889155930534,0.022683377329954624,0.0022698027580929647,1.582541712963348e-05,0.0018786248458653176,0.00020525847076413584,0.00031193921942929137,0.0004132554234601571,0.0005682318352597804,0.00023383730784587442,8.637824173263198e-06,5.9859392941064016e-05,9.62110309643549e-06,0.001985657876844016,0.0008181870229577726,0.0007193892424481874,1.7294070460138755e-05,4.974663117707223e-05,0.00019741772866410656,0.00041294514485201717,0.00014207930975373984,7.89346919845002e-05,0.0006722172741575605,3.6251581590818205e-05,0.00038506017286010774,0.0004851072432785486,0.00012082710161109844,0.00012360684765155838,4.248056774258657e-05,2.280047554847897e-05,9.511735427736312e-05,0.00012806315466207252
8100,0.016296841644354743,0.01825080428221071,0.02214028703684079,0.001262770685222847,2.5530514577098984e-05,0.0012480022299996563,5.1800367415921755e-05,0.00020076164710047806,0.0013354591996517229,0.003628647893705761,1.0308654260882122e-05,9.126320693297885e-05,1.2145296786059134e-05,0.0010395868918351425,0.002828919860348833,0.0011117297839504658,0.00040157883178437714,0.00010542004850577769,1.3085111589816734e-05,5.190797114096313e-05,0.0001183825110615544,0.00010374972384852299,0.0005679089416048555,0.0005065963725741085,5.323177703075999e-06,1.867541601541234e-05,0.0005744552033277728,0.00019709619210317442,0.00024178307793221165,4.080660891503385e-05,0.00035486081975477646,2.124161839134331e-05,0.0003480865424663193
8400,0.014138976334209019,0.016268870924761814,0.018449005948887987,0.0025987335922437182,3.289075868906366e-05,0.00018659168012646887,0.00017343879465414602,0.0002567188996565051,0.0004840556437031296,0.001627399246288519,0.00015793022683396885,0.00029002181031501095,0.00021504090087631766,0.0003866720502898602,0.0031890630416100407,0.0006609335856353482,0.0010596356619956282,1.8151131470744986e-05,7.642108604244413e-05,0.00021812501410067853,0.00018467375770114813,0.0016771575717342557,9.52177496245099e-05,0.0007311983189097759,2.7105803738436407e-05,0.00020305616699545226,0.0003452131972281336,0.00011266125530795534,0.00023160197660132553,1.2047762446343313e-05,0.00028171352013828255,0.0001285341965058251,0.00025181030118659464
8700,0.014588537923884815,0.014511437357434431,0.01882115487828173,0.0022112889872332175,0.00012318370139752233,0.0009915269544009675,1.650738895619952e-05,0.0001466138128591865,0.0001467780294746035,0.00013794274958200958,5.833643883335071e-05,2.089048445697017e-05,0.00012121875425208373,0.0004456671258239453,0.002034756684054173,0.0002210335529255758,0.0007671101010728876,7.1536277843620155e-06,0.0002250636722891386,0.00023800278732011293,0.00026818621243762664,0.0007266179804545914,0.00027617945018221235,0.0005811379874529621,9.031995646324731e-05,0.0002334009672537718,0.00031409792588732444,8.961539477070346e-05,0.00026832837596657555,4.6201649048782656e-05,0.00040443681042034996,2.5086717897693234e-05,0.0002499660078072452
9000,0.01574973389235268,0.013604412754617101,0.02079768057507181,0.001738132904314682,9.196603264882697e-05,2.909273484874575e-05,0.00018373602911481157,0.0002337075616694051,0.00032573953062353667,0.0006270893391544519,0.000263520793509997,0.0001625743495665688,0.00013649954073713388,0.00019638687181355863,0.0015358163765526456,0.00013167489842658142,0.0004920187875399051,0.00017046899957051664,0.00010760570353340881,0.0003021712249307029,3.9595705963790806e-05,0.00027638839141985727,4.4137258690568615e-05,0.0005430737194771496,0.00014679464172928647,6.071785007577546e-05,4.3583573244632134e-05,0.0001673441058542835,0.0001789798187701308,4.1324121781372014e-05,0.00018584305736624174,0.00012088950791167008,0.0004211433077401239
9300,0.015469527299252661,0.007618677151029374,0.018616383521333546,0.0021589009743934184,3.767621798544951e-05,0.0003215652832722071,0.00012911284443362092,0.00017646912194635433,0.00021109819319775625,0.0006403145605418104,0.00010443257803416373,0.0002914506767126568,0.00011879902601208414,0.00029675201270862317,0.002209285187703358,0.00015713106121495457,0.0007423882699413298,0.00011493568766240969,2.1357637592700485e-05,0.00015576802760364217,0.00011386498456289473,0.0008671454606670181,0.00021775807420709725,0.0007746250789111286,5.476667433157445e-05,1.518876656092516e-05,7.081111789375427e-05,1.550811415285125e-05,7.09757111181375e-05,5.616983816736365e-05,2.266012426588304e-05,0.00010271278940621187,0.0005838334291681235
9600,0.01690379132030273,0.0014701200385616175,0.019158318299091093,0.0015831197714817336,8.256728824562742e-05,0.0007740254251586975,0.00021124064920030605,0.00022792165230356431,0.0003049425934804617,0.0008053648017352089,0.00010223073631010493,0.0003180034113299257,0.0002382429481286863,0.0006932451771817227,0.0016213202987387376,0.000419262788874164,0.0004318769075553064,0.00023335287260550786,0.00020816789632505106,4.0370330303574065e-05,0.00044287083188265797,0.0010591715486896192,7.085941855677902e-05,0.0008640684390002207,0.00016878491673111284,8.179823666409902e-06,0.0007320175486711378,0.00016330013644960673,0.00012029954250891706,0.00013004378882897072,0.0006489335618624636,0.00025442292745481154,0.0004813156076721725
9900,0.015615049907761858,0.004438348876306009,0.01846171075789016,0.0013618377350823607,5.2926149535892364e-05,0.0010700856204337583,0.0001984413350086811,0.000276301251794564,0.0004993063852296586,0.0011121898541972541,2.2829511962640936e-05,1.089846726642918e-05,0.0003408373134021758,0.00034918136285710943,0.0022767911642418426,5.601200340521473e-05,0.00042219315142233427,5.052694989871043e-05,9.008279782563022e-05,0.00010009415608891459,0.000851833497748089,0.0005603447192328304,0.00022326263689365078,0.0004105217503536096,0.00027815243348072727,2.1550121907409903e-05,0.0003631504657022333,0.00018594714728692452,0.00011056577029933123,7.684368434723865e-05,0.0002740085068779763,0.0001737211055399257,0.00010993450558771656
10200,0.015427238158210343,0.0021255783005358353,0.016290395004226355,0.00209788267329003,8.94180416040058e-05,0.0014573683605547672,0.00019224891696012492,0.00029599798821067225,0.0010160295745578196,0.0023882056106927507,3.164266290411888e-05,2.3769097829529073e-05,3.447723864269392e-05,0.00011120367440042855,0.0005742008958620204,0.0011358170289526015,0.0005180757243152811,0.0002271918754104263,0.00012312593864294286,1.8236432509866063e-05,4.7258105603020795e-05,5.5568400505023874e-05,0.0008934629971619756,0.00018817014717598113,6.0609706594050294e-05,0.00010754858024597524,9.666288384124755e-05,4.244526756735922e-06,6.60324600119111e-05,8.080884369121577e-05,0.0003977357314255414,4.614515810175135e-05,0.00023574076384136333
10500,0.01699958726706896,0.0038713433184511814,0.01906844628128823,0.001378220651929496,8.5924363702361e-05,0.00033465659507214696,0.00029026286915012633,0.0002592171697060053,0.0007743470607266545,0.0013209025532603391,0.00010075270488130172,1.1189956367729792e-05,0.00013006131322867986,0.0005872451674093782,0.0014300967346017046,1.3917739778435134e-05,0.0003646608462730683,0.0001812041708575407,0.0001792517470065036,2.6030381199859676e-05,7.82828001888447e-06,3.404826877329015e-05,4.6535555561888486e-05,0.0001113044097422744,1.3289472263977586e-05,0.00038048361377462925,1.6195428358400932e-06,0.00021425942976094348,0.00013860743747784454,7.776639301226851e-05,8.625988400723372e-05,0.00013093282329634803,0.00013754173293989425
10800,0.016824251536114332,0.004565870355420998,0.01862076687071834,0.0016847017549395105,4.245260267055073e-05,0.000825012009521231,0.00015948630839091038,3.4670881255749464e-05,0.0002626761316832926,0.00018647507128832785,4.5075370728397957e-05,0.00023238917034973383,0.00013342129754789767,0.0002556824739272656,0.0012366722888756954,0.00010762206576231392,0.0004910807345979151,4.85063673067998e-05,5.951190475173007e-05,0.00013915827433663708,0.00011842538129513969,0.00011908862155252109,0.00031532073081308454,7.031768349463619e-05,8.46541866650341e-05,0.00015233737669007041,0.00039389558038038786,0.00020719848518524486,4.108780920830668e-05,1.2804941910360412e-05,0.0002849767887127541,4.969959077527619e-05,2.8330988101288312e-05
11100,0.017591293825773846,0.010587301450826203,0.017976089787751448,0.0019530321085809987,0.00012161936928833939,0.00018382646407388847,0.00013577776087458915,0.00017168803557154888,0.0009929846877625437,0.0037667922899871087,6.658661280312117e-05,0.00022749672481126026,0.0001654443172682818,0.00013249606642773415,0.0008054876544036915,0.0004156647751614173,0.000634253976357968,3.467676835811062e-05,0.00020928709425760417,6.409253202832588e-06,0.0004136695608139007,0.000713518403735236,6.503605959551351e-05,0.00026000489679489647,0.0002099988445110057,0.00016344397884182627,0.00027760665254561445,7.483963864984844e-05,9.289252884059351e-05,6.72357476361185e-06,0.0002468843629443995,3.701490939533869e-05,0.000369691877139644
11400,0.015670526621399006,0.004646505102329002,0.017578573419342547,0.0017406300969824429,2.3438312439338915e-05,0.0009318218673470824,0.00015252872108817428,0.00039274827275193047,0.00065877067119402,0.0022085329363648043,3.739504446542696e-05,0.0004098417189126735,0.00024336032281269127,0.0006315474857743197,0.0015043047071472415,0.0004417261645386361,0.0005438760293472455,2.4947953633613906e-05,8.137496251947596e-06,0.000123782688689289,0.00011620736704287538,0.0014752449811794577,0.00030310224740759395,0.0003744764046373916,0.00011269323104556861,0.0002276414486530598,0.00026900143338082216,0.00012295020604824458,8.434517770439243e-05,3.5969403455737847e-07,0.0003289537923762964,7.917218998443332e-05,2.7490247461514628e-05
11700,0.012493918307598051,0.0022031783905944735,0.014923878310433736,0.001565342472773068,7.213372510506133e-05,7.178251046013884e-06,0.00020842893836459098,0.00036123698857437603,0.00027035916799178494,0.0001266978114244921,0.00012779244058691575,0.0002545955941357647,0.0002590605334518159,0.0005263637053545267,0.00110845971792628,0.0001549773623423789,0.00044612212084160774,0.00014127912019290534,0.00013927196334151404,8.219887688198924e-05,0.0001793808482304371,0.00021158960255718284,0.0001231885657091425,6.142810008213928e-06,5.700640998185236e-05,0.0003190456906736472,0.00012661688598569754,0.00011087448755375817,0.00015551603798513725,6.182452533920468e-05,0.00021608854171262237,0.000170430494897289,1.20571559349969e-05
12000,0.011482480080111657,0.006851910912189396,0.015470539834524288,0.0018716588072038576,1.0800525387821835e-05,0.00016166478070545054,1.566124181096029e-05,0.00010850781459481595,8.289364449609593e-05,0.0010813901038488893,8.06165897913047e-05,2.5253909328171176e-06,0.00010764561992715471,5.0100595728963526e-05,0.0017694372163532535,8.741375876297752e-05,0.0006178236672340631,3.501658104454464e-05,3.3263582878362286e-05,2.589261974605961e-06,2.172363022623358e-05,0.00031107396957708033,0.0002225578342702761,0.00027121299395105325,7.494180834299868e-05,0.00010847331272145766,0.00015247998311451738,8.754950872713607e-05,9.368113547481016e-05,6.990505918480494e-05,3.467495823628042e-05,7.708875038758833e-06,0.00017827590819763373
