time,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
35700,2.1386610775664394e-06,3.360892954162864e-06,5.577450153282371e-06,1.305108483506956e-07,2.926007880432735e-09,9.349181340212454e-08,9.656481836373132e-08,8.366644976831594e-08,1.8632270837315446e-08,6.564332011294027e-08,6.4756306983326795e-09,1.018946704789414e-08,1.7930403828358976e-09,2.9642492904713436e-08,2.5585307383835243e-07,3.3752151296084776e-08,4.9508557253830077e-08,2.487138317519566e-08,3.156962691264198e-09,8.261551442956261e-10,7.087329834121192e-09,1.7175254640733328e-07,4.0734519757279486e-08,6.795475115950467e-08,3.500555578739295e-08,2.641274932102533e-08,1.3755661854020218e-07,7.55699147703126e-09,2.6698074861997156e-09,6.4950000933095e-09,2.9316566951820278e-09,8.141995522237266e-09,6.467317348324286e-09
36000,2.0758326435554864e-06,3.2700645604677447e-06,5.39102146035475e-06,1.3225660921989402e-07,2.8102817850594874e-09,9.203964168591483e-08,9.606210227275369e-08,7.951052793941926e-08,1.83510877604931e-08,6.495429261121899e-08,6.716327050071413e-09,1.1002263988757477e-08,1.6966978932941856e-09,3.032999984498019e-08,3.264499142119348e-07,3.15606740741714e-08,5.076178410945431e-08,2.035740465089475e-08,2.9117330768713146e-09,8.005756058082625e-10,7.039304250611167e-09,1.6942143332698834e-07,3.619440036572996e-08,6.727815815565918e-08,3.303303230950405e-08,2.5947286985683604e-08,1.3541018262230864e-07,5.202153374739282e-09,2.7665976176649565e-09,6.759968584901799e-09,3.0942288731239387e-09,8.472561319194938e-09,6.607862701457634e-09
36300,1.9355233185081033e-06,3.0596240279123776e-06,4.9963940327302225e-06,1.314823023790268e-07,2.60839527754797e-09,8.78097736745076e-08,9.33322112928181e-08,7.298837090274901e-08,1.7539541374844703e-08,6.244843575586856e-08,6.780858541333146e-09,1.15981748649574e-08,1.4845369378235773e-09,3.082551813804457e-08,4.0143589075114505e-07,2.855036740356809e-08,5.108456946345541e-08,1.4466230879861541e-08,2.5674466996861156e-09,7.708962357355631e-10,6.782578054753685e-09,1.6194852037187957e-07,2.9970308901283715e-08,6.448299672001667e-08,3.018244854047225e-08,2.436336643540926e-08,1.299715108871169e-07,2.521815645195602e-09,2.797506226670521e-09,6.902560301114136e-09,3.1837572578297113e-09,8.55445136949129e-09,6.572783206593158e-09
36600,1.7021951741469366e-06,2.701349522737928e-06,4.363903556736659e-06,1.2592920484166825e-07,2.2821566858510778e-09,7.96037653572057e-08,8.677843510440653e-08,6.354724035873005e-08,1.5693785826442763e-08,5.669151192932986e-08,6.4657470488782565e-09,1.155460438440059e-08,1.2059970799782604e-09,3.057791531091425e-08,4.6699060618493604e-07,2.4481792593178398e-08,4.948920206970797e-08,7.654207934137958e-09,2.105906560245785e-09,7.031530913081951e-10,6.202704128099867e-09,1.467157773049621e-07,2.2862842286031082e-08,5.872970376685771e-08,2.6152072507557023e-08,2.0655328114571603e-08,1.192810401562383e-07,3.4930280889966525e-11,2.6839188649319112e-09,6.744649283518811e-09,3.0970852549216943e-09,8.117218897041312e-09,6.185167933381308e-09
36900,1.3585280989047988e-06,2.1642053624759683e-06,3.4592755397966357e-06,1.1355414386571283e-07,1.7987034084399056e-09,6.626643767049245e-08,7.498892529156365e-08,5.0780997185029264e-08,1.2338837507286371e-08,4.632282468719495e-08,5.5712590096845815e-09,1.0467125832747115e-08,9.007052881315758e-10,2.9070690743537853e-08,5.099315032452978e-07,1.9162669673278288e-08,4.507163708922235e-08,3.679261340039375e-10,1.5159358213168161e-09,5.68633140574093e-10,5.192468677250872e-09,1.2120941050852707e-07,1.5505968065099296e-08,4.925862384652646e-08,2.0723597060623433e-08,1.3831765954819275e-08,1.0160438534967398e-07,1.7708714494801825e-09,2.349310079807765e-09,6.11970563113573e-09,2.7313689088259707e-09,6.885166214942728e-09,5.2763198254979216e-09
37200,8.696875930525039e-07,1.3780545984332093e-06,2.2355941453611194e-06,8.73564900416568e-08,1.033747309975297e-09,4.628763861092011e-08,5.536382730042533e-08,3.399479453491949e-08,6.400846075393929e-09,2.8486105918545945e-08,3.5890153071704844e-09,7.118174494280538e-09,8.279812391265295e-10,2.6902988281563012e-08,4.829092077329733e-07,1.1877013150751736e-08,3.476060328466701e-08,5.886150233891385e-09,7.089724363140704e-10,2.3170088070401107e-10,3.4716620689323463e-09,8.084074920589046e-08,1.1441457559158152e-08,3.265839154664718e-08,1.3494819484094478e-08,2.473271365488472e-09,7.188171480265737e-08,5.3795190524397185e-11,1.595239496055001e-09,4.448708068593987e-09,1.84966353344862e-09,4.2857593030021235e-09,3.3978935221057327e-09
37500,5.800786730958407e-07,9.073320299535226e-07,1.5248905711473526e-06,6.860935286567837e-08,5.110507572680945e-10,3.3287676615145756e-08,4.1053418442515976e-08,2.1089917368044553e-08,2.4763764372437436e-09,1.6556860771288484e-08,2.4807960130601714e-09,5.452307050290983e-09,1.0571596931185923e-09,2.3123952530568204e-08,4.777517190746039e-07,4.93906071596939e-09,2.7795735491054074e-08,1.0125852156761539e-08,9.211476026393939e-11,9.168843462248333e-11,2.4612063498352654e-09,5.5459800307744445e-08,7.076273789152765e-09,2.372311058707055e-08,7.14275216751048e-09,3.8817091763121425e-09,4.961938770975394e-08,7.719336281297728e-10,1.1588738857426506e-09,3.419991401187872e-09,1.3804282161800074e-09,2.910510943365807e-09,2.2777086883252196e-09
37800,4.302642189202288e-07,6.555435945188037e-07,1.1809416733399303e-06,5.452977092090805e-08,1.5585754908897798e-10,2.4944696974671388e-08,3.027859207804795e-08,1.1526104515269253e-08,2.6363977667642757e-10,8.243766558280186e-09,1.8408528035251948e-09,4.597985991949827e-09,1.4809842241447768e-09,1.84722850349317e-08,4.746747990225231e-07,1.1730492133210646e-09,2.2772802310555562e-08,1.2359507195469632e-08,3.616875687839638e-10,4.005542564300413e-10,1.8872796658797597e-09,3.963066319556674e-08,3.8429419646490715e-09,1.9587929500630707e-08,1.8010695157499867e-09,7.475172481008485e-09,3.2617919032418285e-08,2.49229259452477e-09,8.933795925258892e-10,2.7319941864334396e-09,1.1217693440812582e-09,2.192663828282093e-09,1.5795222907399875e-09
38100,3.4382447822167705e-07,5.007334848983191e-07,1.0097452260993123e-06,4.1896065283708595e-08,1.2789058700946043e-10,1.8556889358478657e-08,2.08721999683803e-08,3.7420235798890644e-09,2.613369076698291e-09,1.2001351024082396e-09,1.328274379375216e-09,3.903267042915104e-09,2.011773858612287e-09,1.3420965672139573e-08,4.636260300117101e-07,6.7508736378840695e-09,1.8278846880548372e-08,1.32649731199308e-08,7.302887183868734e-10,7.107487931534706e-10,1.4787602253818477e-09,2.7575545402669377e-08,1.8206591789748927e-09,1.7350686221107026e-08,2.94992474891842e-09,1.0159936891795951e-08,1.7693970733034803e-08,4.118660967833421e-09,6.735376700817142e-10,2.1216379764155135e-09,9.136087442129792e-10,1.661589976720279e-09,1.0055529742203362e-09
38400,3.077371637516535e-07,4.235514765582593e-07,9.741472553059793e-07,3.088952382768184e-08,3.489191158223548e-10,1.3882448968161043e-08,1.2845191577071091e-08,2.3561526063531346e-09,4.6229402528297214e-09,4.694719279996207e-09,9.133742651101784e-10,3.3049190051315236e-09,2.5971687023229606e-09,8.376332516490947e-09,4.465483343096821e-07,1.160892537654945e-08,1.4349787136325176e-08,1.3119148434270755e-08,1.0192309218837181e-09,1.0088925250784087e-09,1.2004761629214045e-09,1.870449750640546e-08,1.0430127872496087e-09,1.6513233447312814e-08,7.029662185686902e-09,1.2215707556606503e-08,4.992926960767363e-09,5.459725116452319e-09,4.905231776319852e-10,1.5832455346753704e-09,7.417355618599686e-10,1.265483717816096e-09,5.338733899407089e-10
38700,2.909977361298388e-07,3.7797685337181974e-07,9.855657978619092e-07,2.1346700407320895e-08,5.295390792525723e-10,1.0207401146544726e-08,5.914330358791631e-09,7.4360073654133885e-09,6.332584234769456e-09,9.664510969287221e-09,5.756390919486876e-10,2.8034747856509057e-09,3.1502906949754106e-09,3.7214320514067367e-09,4.288193409252017e-07,1.581742026246502e-08,1.0942251549295179e-08,1.2627246803731396e-08,1.2572698437907093e-09,1.2771934621014225e-09,9.923013521984103e-10,1.1727614435130818e-08,7.584191052956157e-10,1.6227318155870307e-08,1.0567802632976964e-08,1.3826422673446359e-08,5.886811038635642e-09,6.626486026561906e-09,3.382751856406685e-10,1.1186642723259865e-09,6.008349373587407e-10,9.628564612285118e-10,1.4364331946126185e-10
39000,2.783102637238244e-07,3.407730204685322e-07,1.0018270728551215e-06,1.275518712873236e-08,6.845510824859957e-10,7.039318461465882e-09,2.822986289174878e-10,1.1977839164956094e-08,7.787377853674116e-09,1.3939597920398228e-08,2.9975666393511347e-10,2.4033610657170357e-09,3.6493972288553778e-09,6.015525855218584e-10,4.116076794957735e-07,1.960510331855403e-08,7.888111497322825e-09,1.2081706302069506e-08,1.4646914792137977e-09,1.5158931887526705e-09,8.226379577536136e-10,5.819195791900711e-09,4.1666226024972275e-10,1.6127742696880887e-08,1.374698399558838e-08,1.5022095567474025e-08,1.5584838308768667e-08,7.78576492166394e-09,2.1037038777649286e-10,7.138183377719542e-10,4.867644065598142e-10,7.322853434743593e-10,1.837463514675619e-10
39300,2.6810802822296864e-07,3.096388283552187e-07,1.0183852339196164e-06,5.0849706667577266e-09,8.152909458658542e-10,4.327311842189374e-09,5.758550969403586e-09,1.5988035784175736e-08,8.995996836347331e-09,1.7548089203955897e-08,7.87565568316495e-11,2.0901040898024803e-09,4.0878020968193596e-09,4.551374388483964e-09,3.9467389711944634e-07,2.295075063329932e-08,5.169248140646232e-09,1.150209527622792e-08,1.6418368886661483e-09,1.723421405586123e-09,6.853539957774046e-10,8.662937034387141e-10,1.786304437700892e-11,1.6137086333856132e-08,1.655275383427579e-08,1.5837841260690766e-08,2.4115593078022357e-08,8.903320747322141e-09,1.0440714959258912e-10,3.644302637439978e-10,3.9606362634003744e-10,5.631548560813826e-10,4.537383802016848e-10
39600,2.5189312324869206e-07,2.709187967298021e-07,1.0139471768866315e-06,2.4088677719191764e-09,9.32168120471033e-10,1.6614336573184119e-09,1.0916934911620046e-08,1.9803763962045196e-08,1.0010708706431615e-08,2.0742994877309684e-08,1.0880540912694414e-10,1.8495711628929712e-09,4.47245440682309e-09,8.399879902754037e-09,3.7589477841493135e-07,2.612305394222858e-08,2.520749831091962e-09,1.0930889970950375e-08,1.801687687930098e-09,1.9075514501309954e-09,5.594813501375029e-10,3.792521852119535e-09,8.52423909236677e-10,1.6092236876374955e-08,1.915896064019762e-08,1.6249707357474108e-08,3.2242837733065244e-08,1.012116968013288e-08,1.06368247543287e-11,4.1453063204244245e-11,3.2036240327215637e-10,4.3148418171767844e-10,6.900293669787061e-10
39900,2.3840927454443772e-07,2.373506262642877e-07,1.0141767319282735e-06,9.641155429562787e-09,1.0310330367246934e-09,7.771774335196824e-10,1.5667488639792282e-08,2.313734626113728e-08,1.0873705491576402e-08,2.3563600848319766e-08,2.8271074370422866e-10,1.6156889159901766e-09,4.822169330509496e-09,1.2115478398300183e-08,3.528834824351179e-07,2.898202211554235e-08,6.371436711560818e-11,1.0135700279079174e-08,1.9336212631060334e-09,2.072177096579253e-09,4.4931880438525695e-10,7.964878534494346e-09,1.7024035514623392e-09,1.609770095001295e-08,2.1457175591876876e-08,1.6400569791130692e-08,3.976455786869337e-08,1.1214034145723417e-08,7.779732413837337e-11,2.7050361950387014e-10,2.475815108482493e-10,3.1164404390437994e-10,9.058354066837637e-10
40200,2.2820008993562624e-07,2.0836356640074882e-07,1.0245664583408143e-06,1.7232771654107637e-08,1.1185292692061921e-09,3.195353315277316e-09,2.033235091403185e-08,2.6080954285134794e-08,1.1680938882818737e-08,2.629919038099615e-08,4.779110440722434e-10,1.3236061136012722e-09,5.167947847439791e-09,1.596396970171554e-08,3.2200966160189637e-07,3.169139262126919e-08,2.8311504252087616e-09,8.951545282798179e-09,2.0422490365490376e-09,2.230812867765053e-09,3.417639504732506e-10,1.2066280419276154e-08,2.4730866243771743e-09,1.6143260950229887e-08,2.35481607546717e-08,1.64017919246362e-08,4.725600888377812e-08,1.2142422178840206e-08,1.752056277837255e-10,6.107967465140973e-10,1.6076739939308027e-10,1.6340351294275024e-10,1.1337490946061735e-09
40500,2.287798714917244e-07,1.9486825664216667e-07,1.0672701478142699e-06,2.492365780426553e-08,1.1937686394958291e-09,5.403691716310277e-09,2.4816245058900677e-08,2.8421311526471982e-08,1.2500890989031177e-08,2.902363149814846e-08,7.129017376428237e-10,9.093454877984186e-10,5.5260258591260936e-09,1.9814898166714556e-08,2.832336392089019e-07,3.410283966331917e-08,5.717474493849295e-09,7.2603114631419885e-09,2.122398257142777e-09,2.387736230957671e-09,2.3801760562491836e-10,1.593770093677449e-08,2.608537386095122e-09,1.6289021687043714e-08,2.5354808030897402e-08,1.649541303549995e-08,5.4447681918645685e-08,1.2672515481426672e-08,2.872440063583781e-10,9.876117701423937e-10,4.916955731459893e-11,3.866773568006465e-11,1.3865673054169747e-09
40800,2.4186917713109324e-07,1.9822240204803165e-07,1.1506211805567546e-06,3.310896801167473e-08,1.2636078849936894e-09,7.523013323407213e-09,2.9383016908468562e-08,3.027302142299959e-08,1.3431026957277936e-08,3.199301090717199e-08,1.01214681080819e-09,3.2739677635618136e-10,5.929344126798242e-09,2.3868878429311735e-08,2.3512875912956588e-07,3.637028811454002e-08,8.875183254986041e-09,4.968427447238355e-09,2.1813306716467196e-09,2.556951983478939e-09,1.3015011290917755e-10,1.985591069342263e-08,1.988105680084118e-09,1.657094372831125e-08,2.699700019093143e-08,1.682332140262588e-08,6.177880607083353e-08,1.2784454384018318e-08,4.2381032017146936e-10,1.427537199560902e-09,9.85949100140715e-11,3.212861088286445e-10,1.6884342812772957e-09
41100,2.6395844443527494e-07,2.1469721644962192e-07,1.2603545584966014e-06,4.0986925853303546e-08,1.3265548659546766e-09,9.38583610832211e-09,3.371990686673598e-08,3.16534496391796e-08,1.4409742732368613e-08,3.4976011420440045e-08,1.3432313039629662e-09,3.6190783703204943e-10,6.337359081953764e-09,2.7710186145668558e-08,1.8407640567374983e-07,3.8311895877995994e-08,1.1986536208041798e-08,2.4056063807620376e-09,2.2218245021576877e-09,2.7239153155278473e-09,2.255262643302558e-11,2.3541979032870586e-08,6.247091732802801e-10,1.687912032366512e-08,2.8405302998635307e-08,1.7408304131549812e-08,6.861280610337417e-08,1.2495362966546963e-08,5.705445005332876e-10,1.884906453142321e-09,2.659064080035023e-10,6.506155614260933e-10,2.0094859110031393e-09
41400,2.932281439882445e-07,2.4085272087859266e-07,1.393389297277281e-06,4.898826233556974e-08,1.3873844295630988e-09,1.1162562429944956e-08,3.806079718060573e-08,3.273086690569471e-08,1.5471194103611197e-08,3.811570792322527e-08,1.7149659470305778e-09,1.1614105233093142e-09,6.767443494481995e-09,3.1561462776608096e-08,1.2871081622733982e-07,4.0110137433657655e-08,1.5201052860902564e-08,4.6122750063659623e-10,2.25066543180219e-09,2.8968685228392133e-09,9.012524060381111e-11,2.7253442169694608e-08,1.3056649095233297e-09,1.7224166981577582e-08,2.9697908132675366e-08,1.8222792164124257e-08,7.539997426420086e-08,1.1901391872015665e-08,7.320153372347704e-10,2.3760478029544174e-09,4.559979061014019e-10,1.0333494060432713e-09,2.3609487698195153e-09
41700,3.23238605659526e-07,2.6817367171361184e-07,1.528346260215585e-06,5.681582848637845e-08,1.44445522209935e-09,1.2869612930899166e-08,4.22493329210738e-08,3.356527145115251e-08,1.6535892655156204e-08,4.122733088252062e-08,2.104570739902556e-09,2.0175292547719437e-09,7.180858574429294e-09,3.522380609410902e-08,7.165112236862115e-08,4.168887102196095e-08,1.8391112632798468e-08,3.4149749694734055e-09,2.268599530452775e-09,3.062417874843959e-09,2.0877877204839024e-10,3.094657330393602e-08,3.5208316262469452e-09,1.7466319945924624e-08,3.082744370885848e-08,1.914924752099978e-08,8.187774369616818e-08,1.1087031737133657e-08,8.990070909931092e-10,2.874863014312723e-09,6.569678134837886e-10,1.4453576113737654e-09,2.7222526455261686e-09
42000,3.4876968513231077e-07,2.903221840711012e-07,1.6462798129168732e-06,6.3946401951398e-08,1.4957137750570837e-09,1.444058739252796e-08,4.6050857349655416e-08,3.420698391209953e-08,1.7518971162644448e-08,4.4078696248561755e-08,2.4807178533592378e-09,2.8630324777623173e-09,7.53637863226686e-09,3.8409311287068704e-08,1.7297672627591965e-08,4.293499245022758e-08,2.133934629000578e-08,6.178282774271793e-09,2.2773178898205515e-09,3.205897769475996e-09,3.30501848111453e-10,3.4448511598839104e-08,5.804196234748815e-09,1.7486726733295654e-08,3.1739027406274545e-08,2.0094816477467248e-08,8.761386283140382e-08,1.013449946185574e-08,1.05858788401747e-09,3.3437927982049587e-09,8.526512829121202e-10,1.8524488609727996e-09,3.065267151214357e-09
42300,3.633653626877731e-07,2.964775731584268e-07,1.7322954235510224e-06,7.141505875551957e-08,1.5423964327965223e-09,1.6278242753742234e-08,4.9797016288266605e-08,3.4686550520746096e-08,1.8422689151975646e-08,4.6845642032167234e-08,2.8811726338062726e-09,3.756476019134425e-09,7.835161852653982e-09,4.1489819579965115e-08,4.2775575082032447e-08,4.3995079579417506e-08,2.4457570191316336e-08,9.011216661747312e-09,2.271093535455293e-09,3.3294256240878894e-09,4.747349180433957e-10,3.8373798361135414e-08,7.7796045161449e-09,1.7139782926278713e-08,3.243758328608237e-08,2.090403938836971e-08,9.334438288988167e-08,9.059711203462939e-09,1.2274341543161427e-09,3.833918071904918e-09,1.0622827062434226e-09,2.300758694673277e-09,3.4226843581564026e-09
42600,3.6430550309773935e-07,2.842429793759038e-07,1.7739267335059594e-06,7.844442961868481e-08,1.5814691778359702e-09,1.8206542051757424e-08,5.3147374501349987e-08,3.4956016747855756e-08,1.9175480758804042e-08,4.927621688466388e-08,3.2767175639492052e-09,4.647453977213445e-09,8.033687493025354e-09,4.40401279888647e-08,1.0319319443397035e-07,4.4651422115293826e-08,2.7445459238606418e-08,1.163034113460526e-08,2.24924434633067e-09,3.416779748022236e-09,6.375202588060347e-10,4.2431352653693466e-08,9.457771454890462e-09,1.6304099403896544e-08,3.281328986304288e-08,2.158259349016589e-08,9.839574488523795e-08,7.8442923268085e-09,1.3924292829869955e-09,4.3030325969084515e-09,1.2713883279502625e-09,2.761140649454319e-09,3.766238876323769e-09
42900,3.5110424434492415e-07,2.529888334379393e-07,1.7695237630732663e-06,8.502698278789467e-08,1.6135146552187507e-09,2.023944034590386e-08,5.6103019119291275e-08,3.502558598711403e-08,1.97785752220625e-08,5.1374165366269153e-08,3.668290560199239e-09,5.537721392556705e-09,8.12907074987379e-09,4.603796099900137e-08,1.6379210165951008e-07,4.489854177336383e-08,3.030078232768574e-08,1.4016606542099908e-08,2.2123742837720783e-09,3.4672780202527065e-09,8.207550195038493e-10,4.665224651034805e-08,1.0832046370978787e-08,1.4951659466078127e-08,3.286408656322237e-08,2.2139815314403677e-08,1.0276265527409123e-07,6.483077186203445e-09,1.5538574871243327e-09,4.751129267788201e-09,1.480358946537308e-09,3.2354492418562586e-09,4.096676775589003e-09
43200,3.246658266675695e-07,2.0445379789180151e-07,1.7205344704507297e-06,9.09191086861938e-08,1.6390160340051807e-09,2.2299957436189288e-08,5.859438800825956e-08,3.4915771607302304e-08,2.0230181974056904e-08,5.309872364023249e-08,4.046057711093454e-09,6.4097918084371486e-09,8.118760774777911e-09,4.7384780543779925e-08,2.2227367324489933e-07,4.471114323223446e-08,3.292385741815451e-08,1.6081038722859375e-08,2.163176304748049e-09,3.480018051504885e-09,1.0211707035523432e-09,5.091973775961378e-08,1.1957794754380302e-08,1.30952599874945e-08,3.2597334609363315e-08,2.2608944050261925e-08,1.0628318847238916e-07,4.985516000033385e-09,1.7074199831768055e-09,5.16504883307789e-09,1.6839862837514374e-09,3.711811302764545e-09,4.40578418192672e-09
43500,2.8927710005177687e-07,1.4798562375517577e-07,1.6306634265106368e-06,9.437506065523849e-08,1.6564669635954488e-09,2.3813441885067732e-08,6.007029185184365e-08,3.482274735233659e-08,2.0437241232684755e-08,5.399809310802084e-08,4.3110830461046135e-09,7.066788043630368e-09,7.979892302500957e-09,4.749328752495785e-08,2.6180115497709266e-07,4.397865893679409e-08,3.45712010130228e-08,1.715904573984517e-08,2.119385555943154e-09,3.4452654062988586e-09,1.2013288142043166e-09,5.419374105031238e-08,1.289625828349017e-08,1.0949321449515992e-08,3.209384402680371e-08,2.29909744575707e-08,1.0781202064436002e-07,3.608363385865232e-09,1.812622940633446e-09,5.432490013390634e-09,1.8302301896255813e-09,4.065661585173075e-09,4.6119339458527975e-09
43800,2.489636052871447e-07,8.817185204179623e-08,1.515381313765829e-06,9.599902739410027e-08,1.6691217297193361e-09,2.4890972838420566e-08,6.081686620973414e-08,3.4779759516823106e-08,2.04766834599468e-08,5.4305807850596466e-08,4.489237426241743e-09,7.55711226929634e-09,7.755147635180037e-09,4.6707292256087385e-08,2.864419315073974e-07,4.288248334205491e-08,3.5477832227570616e-08,1.7493604786977812e-08,2.082558125948708e-09,3.3788225550779316e-09,1.363694934752857e-09,5.668370306466386e-08,1.3732318393522291e-08,8.639119641884463e-09,3.145463978171392e-08,2.3326009568336303e-08,1.0788984639020782e-07,2.344961558264913e-09,1.880806621556985e-09,5.5890509997880145e-09,1.931937276822282e-09,4.322714630689006e-09,4.740165593375423e-09
44100,2.1153478613200605e-07,3.946649229646937e-08,1.388810126456974e-06,9.402600653629634e-08,1.674735017331841e-09,2.4857683911250206e-08,6.033155131035528e-08,3.513905255658756e-08,2.023330125666689e-08,5.351357401650603e-08,4.448963863978861e-09,7.602622531521774e-09,7.45072270547098e-09,4.4660197318080463e-08,2.7695138982153367e-07,4.151456778345164e-08,3.484490918026495e-08,1.6386636048082437e-08,2.077840122183261e-09,3.2802063287817873e-09,1.4495995515062532e-09,5.70439695479763e-08,1.4341729581701657e-08,6.6646279606175085e-09,3.091552969181066e-08,2.346256167129468e-08,1.055206695355082e-07,1.6951489101302286e-09,1.8603572016218095e-09,5.502855060512957e-09,1.919261194416322e-09,4.307530332425813e-09,4.6862993485774496e-09
44400,1.8229843945505309e-07,7.0588654921266425e-09,1.273803164281162e-06,8.95580853921274e-08,1.6775558719928085e-09,2.3952495098455984e-08,5.907383382464104e-08,3.5812284693292895e-08,1.9853224841881456e-08,5.206194941820286e-08,4.257131536178349e-09,7.3423365165581345e-09,7.127184176169976e-09,4.186394164662488e-08,2.4280243593466366e-07,4.0057742012322706e-08,3.313456886644417e-08,1.4343335408284474e-08,2.1003003780606377e-09,3.1718272452962992e-09,1.4735093145645806e-09,5.5789271868889045e-08,1.5008524201221007e-08,5.117890111705492e-09,3.054297081916957e-08,2.3554193262498302e-08,1.0156685448237113e-07,1.4858727581668063e-09,1.7786376815820404e-09,5.2508539738482796e-09,1.8267556356477144e-09,4.097749695120001e-09,4.5088413003213645e-09
44700,1.6270786673544535e-07,5.180680773264612e-09,1.1696109751824224e-06,8.165901732581915e-08,1.6757510934439779e-09,2.1869190902634728e-08,5.67350610936046e-08,3.692201033800302e-08,1.9264170703081618e-08,4.9665096923945384e-08,3.8536072111128306e-09,6.652584261246375e-09,6.769063531919528e-09,3.802238524031054e-08,1.7484385494981325e-07,3.846757579140103e-08,2.9940814272322314e-08,1.0991627164003148e-08,2.159261214274011e-09,3.0470275191873952e-09,1.4127721215118072e-09,5.232445232650207e-08,1.5670174491333455e-08,4.1279619722445204e-09,3.038476847905258e-08,2.3538873961115314e-08,9.541361123410752e-08,1.9025492292712443e-09,1.6114753975671192e-09,4.768097028318152e-09,1.622858292193996e-09,3.617053323523578e-09,4.158259514497331e-09
45000,1.5225353067194192e-07,4.06321731816206e-09,1.0920975910266861e-06,7.336275587022101e-08,1.6763053167778708e-09,1.9515546512138826e-08,5.438386097011971e-08,3.813171645106195e-08,1.8732528417331196e-08,4.730186731194408e-08,3.4259102221767535e-09,5.917527801102551e-09,6.455522338910669e-09,3.422885441750623e-08,1.0163488894932016e-07,3.699528861034196e-08,2.656280173596315e-08,7.57277973661985e-09,2.2291075651992287e-09,2.937227350230387e-09,1.3303917967277812e-09,4.842437562047053e-08,1.6621989118448255e-08,3.4626523870429082e-09,3.038316975789712e-08,2.3640637891730876e-08,8.915982618873386e-08,2.4105730744850007e-09,1.4348202626024431e-09,4.262211916739034e-09,1.405581429025915e-09,3.0978242193668848e-09,3.791626568272477e-09
45300,1.505632916121158e-07,9.820873003718589e-09,1.0403082129073482e-06,6.469860380775572e-08,1.679275385413348e-09,1.6909368127926427e-08,5.202516462077256e-08,3.942766113596008e-08,1.826069961907706e-08,4.498254213558539e-08,2.9778775001432223e-09,5.145743386947288e-09,6.18457107748327e-09,3.047612295858926e-08,2.3611228527897765e-08,3.5628417549560254e-08,2.301624135725433e-08,4.0985597138387675e-09,2.3090294121175248e-09,2.8418369879545935e-09,1.2285426009839284e-09,4.41289813579715e-08,1.787195458291535e-08,3.0966873509896686e-09,3.0525448835305724e-08,2.3869091592132463e-08,8.281285346356526e-08,2.9897009312662703e-09,1.2500933621595323e-09,3.73626107830205e-09,1.1769998309318908e-09,2.545711197399214e-09,3.4117562108804123e-09
45600,1.545034606920126e-07,2.803627552339094e-08,1.0161169612388221e-06,5.7781193163464195e-08,1.688427175849938e-09,1.4732826514318731e-08,5.0359673764432955e-08,4.0557758040904446e-08,1.8001074408857676e-08,4.332996894618191e-08,2.6393038865535345e-09,4.601609759902203e-09,5.992752960537473e-09,2.746188698665719e-08,3.8840198612888344e-08,3.449358132456837e-08,2.021052836198578e-08,1.400167093379423e-09,2.378747865350306e-09,2.7762538934439362e-09,1.1554419643289293e-09,4.073815063065922e-08,1.950889583213211e-08,2.770384810446558e-09,3.072158705208494e-08,2.4324194214386807e-08,7.77759510128817e-08,3.2641764846630394e-09,1.109803804411058e-09,3.333191500587418e-09,1.0052048082798137e-09,2.1242172465463227e-09,3.126046976831276e-09
45900,1.6288934290287216e-07,4.866508618306398e-08,1.0165979134058034e-06,5.281735582229885e-08,1.7035688415489858e-09,1.306564456626802e-08,4.944190834521578e-08,4.150913923695043e-08,1.795017823269518e-08,4.2370729147478414e-08,2.418637734535878e-09,4.299735678614525e-09,5.878241893242375e-09,2.5249676127714338e-08,8.378952287557695e-08,3.360553080256068e-08,1.8230586817935546e-08,4.62300420167594e-10,2.4361170858355763e-09,2.7400446356296015e-09,1.115466830015066e-09,3.8375070232632424e-08,2.1461858068505535e-08,2.444188851313811e-09,3.095820488852041e-08,2.4970475465124764e-08,7.417787628583028e-08,3.225217426461313e-09,1.0176179898735427e-09,3.0639100145890552e-09,8.946372531681845e-10,1.8440999838276184e-09,2.9413840252345835e-09
46200,1.7240497740544924e-07,6.451385559103073e-08,1.0387795441602066e-06,5.1221924479705194e-08,1.7265975316149706e-09,1.238255720181769e-08,4.9723766437637096e-08,4.2128682764541736e-08,1.818661843344671e-08,4.247819873626213e-08,2.3975559315658757e-09,4.403140962949692e-09,5.858240115230728e-09,2.4297079903590202e-08,9.767668274207608e-08,3.3051144043838576e-08,1.767996593571297e-08,9.606182516108674e-10,2.4673667553543055e-09,2.7409399194766593e-09,1.14071951884398e-09,3.790852787233234e-08,2.3688556893830537e-08,1.921662828863191e-09,3.116834790262146e-08,2.5818209792305424e-08,7.294472936791863e-08,2.6562361199466977e-09,1.0068532674267772e-09,3.0202045309124514e-09,8.882068414095556e-10,1.8086652175952622e-09,2.9251623345771804e-09
