time,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
181200,8.840579575064567e-07,2.57045307705539e-07,7.006151498956115e-06,3.00643201001094e-07,5.400245584041841e-09,5.5070017879188526e-08,4.6500916539571335e-07,3.4170788154597176e-07,6.237883809490086e-08,1.794691044665342e-07,1.7566136989444203e-08,2.8314410371876875e-08,3.655666347412989e-08,1.8988410488418594e-07,6.05240195739043e-07,2.362692725910165e-07,9.687809665592795e-08,1.2404970561874507e-07,5.468820063470048e-09,1.4699942596507753e-08,4.284984811420145e-09,1.4502464296128892e-07,3.795580738596982e-08,3.7257095186760125e-09,2.014284916640463e-07,9.4012051476966e-09,1.1818521272743965e-07,1.7885338365886128e-07,9.723322591526085e-09,1.6664010615841107e-08,1.425452467174182e-08,3.708174034500189e-08,1.264920967969374e-08
181500,1.5283007925859238e-07,1.454257919419888e-06,3.0674772730776567e-06,2.3159734752198347e-07,5.194166874389339e-09,3.337606813147431e-08,4.268730222634076e-07,4.048553634561358e-07,2.574932977950084e-08,1.0274736439441767e-07,2.0128112510064966e-09,1.9063101319716225e-08,3.851087626571825e-08,1.7527415963058957e-07,1.9862205746790096e-06,3.180638756816734e-07,4.734831549058072e-08,4.8742897718057066e-08,8.958423336480337e-09,1.5164886235652375e-08,2.2075639094509825e-09,3.191171771277368e-08,2.856385137306461e-07,3.7588016255085677e-08,2.3552058081577343e-07,8.961820441300006e-08,1.1244412689848104e-07,3.083396791225823e-07,3.936619918931683e-09,3.0237501391638943e-09,5.90603832506531e-09,1.959029560794079e-08,1.694466789103899e-09
181800,9.861414262957169e-07,2.2500980847439678e-06,5.727659768695048e-07,1.3710032931157912e-07,4.1783039250731235e-09,1.654345993529205e-08,3.464006468334446e-07,4.1283485785470475e-07,1.151936146470689e-08,2.14672937204341e-08,1.1123297838366852e-08,5.899224930772107e-08,3.492340283628437e-08,1.367613435832027e-07,2.969471871949736e-06,3.536550110538883e-07,4.285034549411648e-09,2.212096461562396e-08,1.051180475997171e-08,1.3480978111601871e-08,7.512355182370811e-09,6.287188369924479e-08,4.97417445899373e-07,6.065833701995871e-08,2.346052880852767e-07,1.6432209548611354e-07,8.496512293731939e-08,3.936910033530694e-07,1.3542305055125325e-09,9.680704238235194e-09,1.5245475992742286e-09,4.2523851107034716e-09,1.3911879648276226e-08
182100,1.671040973150184e-06,2.863682290410452e-06,3.6803805514296073e-06,5.0749008551065344e-08,2.4667059506100486e-09,1.449588182822481e-08,2.3691786310564567e-07,3.5097632888891894e-07,3.786769298130821e-08,3.818778537834078e-08,1.689313222641431e-08,7.731629381169114e-08,2.5744213871803368e-08,8.464447631695293e-08,3.022579967648653e-06,3.227169642627814e-07,3.82588538627715e-08,6.569875665718428e-08,9.17356146601378e-09,9.70011626577616e-09,9.682800339305686e-09,1.0098226965737922e-07,6.132971392958098e-07,6.373628025357903e-08,1.9149391761175139e-07,1.8654698408226977e-07,5.570586125713817e-08,3.9835856568970485e-07,4.274689047178981e-09,1.6567675231726753e-08,5.3506354902310704e-09,3.7513530060095945e-09,1.951254091636656e-08
182400,2.315351590453929e-06,3.588680492327967e-06,6.181925236603547e-06,5.054047846897447e-09,1.1534240229593706e-10,3.824993655143771e-08,1.0771282177302055e-07,2.0044612369929382e-07,4.200339276394516e-08,5.04230470710354e-08,1.0193929256274714e-08,5.97481175645953e-08,1.0584464860130538e-08,2.7693666027062136e-08,1.5810711957442436e-06,2.028769117146112e-07,3.486037059019509e-08,5.954130699592497e-08,3.874092158184794e-09,3.738854559287574e-09,6.7224164013168775e-09,4.2365158492430055e-08,5.759630496982027e-07,3.711807750050866e-08,9.656169908112133e-08,1.2684915873251157e-07,4.531582931122102e-08,2.83863968775222e-07,2.927556863596692e-09,1.2711595331893477e-08,2.8359039561109967e-09,9.191083449877624e-10,1.3907531126733375e-08
182700,2.6211012986721016e-06,3.966820280254524e-06,7.271699438149426e-06,8.213092428377422e-09,2.6669297881198872e-09,7.712724681141481e-08,3.235368239984382e-08,2.499770346275909e-08,2.4504785756107594e-08,1.9350629543168907e-08,7.625672537869832e-09,8.632390802176815e-09,9.27366983205502e-09,3.416914040599295e-08,1.1346026624892147e-06,2.9833628900632903e-09,5.355147436603147e-10,5.929244650815235e-09,4.8447930112160975e-09,3.908233736638067e-09,8.820819630273036e-10,9.525309252467196e-08,3.7917715900448457e-07,1.694235152172041e-08,4.201058345643105e-08,7.251841793731728e-09,4.0725041117184446e-08,6.098950677824178e-08,2.2985489067650633e-09,8.999521128316701e-10,5.482078790919331e-09,1.6790536960797908e-08,1.7957191289497132e-09
183000,2.5984371170295617e-06,3.6712593285415096e-06,7.954832888401597e-06,5.8505712274836696e-08,4.483432292090583e-09,8.490130198879342e-08,1.6677932279662855e-07,1.6996548879433249e-07,2.8642581639815035e-08,3.6521164759051317e-08,1.116163161896111e-08,3.428610284572642e-09,2.163007195576938e-08,8.856505218091115e-08,2.185180612457316e-06,1.0243883252769592e-07,1.93372073908904e-09,6.464745183620835e-09,8.648655125398363e-09,8.785271177202958e-09,2.726004311170982e-09,1.2198165677546058e-07,3.0164916609010106e-07,3.3807950217124016e-08,1.2681420713533953e-07,5.4464834420286934e-08,2.851369629297551e-08,4.8095714078044693e-08,2.4950068677753734e-09,2.771628260234138e-09,5.884757570129295e-09,1.665218718471806e-08,5.344602982404467e-09
183300,2.3649565825678565e-06,2.9875152662839355e-06,8.250509104357207e-06,1.237783280316762e-07,5.231079569512076e-09,6.861630197363411e-08,2.849093618806364e-07,2.431876069408645e-07,4.590950908323066e-08,8.239187110348212e-08,3.878952270497393e-09,1.4314700536033342e-08,2.6122123131244734e-08,1.261576301203604e-07,1.9036137715033874e-06,1.2388630210580232e-07,2.9610269791646715e-08,4.5949533955536026e-08,8.147864605234645e-09,1.0713428366670996e-08,8.523670658178162e-11,6.446067146725909e-08,3.095702751920726e-07,1.7997798806845822e-08,1.6125270718703177e-07,3.525265412918088e-08,2.301064228049654e-08,6.447326228453676e-08,1.0095035918311623e-09,3.827601346984011e-09,3.42005535003409e-10,4.397946895551286e-09,2.1620394363708328e-10
183600,2.0508563629562104e-06,2.223441860849107e-06,8.203518611082927e-06,1.8387942191111506e-07,5.3821196388526005e-09,3.995032926695785e-08,3.7340718250788996e-07,2.73882022838734e-07,6.549736042416043e-08,1.3335019843907503e-07,6.967177057504159e-09,4.1540587858435174e-08,2.581306546289852e-08,1.5079540105489286e-07,1.10404685216281e-06,1.0636314584644424e-07,6.29781808925145e-08,8.990146938003818e-08,5.834664307258208e-09,1.0817927886819234e-08,4.262346919858828e-09,2.709563062808229e-08,3.302116624581686e-07,1.0383693904714164e-08,1.6802592028852814e-07,9.641922815717408e-09,1.840875540892739e-08,4.0653397093137755e-08,5.601734187621332e-09,1.3120299513502687e-08,7.0811978503115824e-09,1.1302624614017986e-08,8.70736727165422e-09
183900,1.7624618031675254e-06,1.6239957361108281e-06,7.86887317616447e-06,2.216790377929101e-07,5.1174708914913936e-09,7.896879594682105e-09,4.295759197248117e-07,2.8483764680231616e-07,7.900769816160391e-08,1.7081240599736702e-07,1.6612332842669275e-08,6.518196471461124e-08,2.2311866132440628e-08,1.6205527231250016e-07,3.158627279731263e-07,7.690427850093329e-08,8.808606111188055e-08,1.1889695628042318e-07,3.115381730367517e-09,9.673357226347434e-09,8.442071930403472e-09,1.1726061899253182e-07,3.193370616827451e-07,3.983876695201616e-08,1.615882254668577e-07,5.1696758873731596e-08,2.0826121271966258e-08,1.304600516505161e-08,9.566058167820302e-09,2.1015665652157622e-08,1.3741214388574008e-08,2.513694141725864e-08,1.60209552291235e-08
184200,1.565164819083975e-06,1.3294535179397826e-06,7.310029083384961e-06,2.2925855347466495e-07,4.48198989033699e-09,2.1553432816290297e-08,4.551201087110712e-07,2.896184838618865e-07,8.180178667771543e-08,1.8429587100854405e-07,2.258825304579659e-08,7.88343328395058e-08,1.6505374844655307e-08,1.5957173360447996e-07,2.0885995155595083e-07,4.840891421054039e-08,9.835348890874229e-08,1.257632860074409e-07,6.344578196149087e-10,7.582208638723387e-09,1.1409341027501796e-08,1.854476394669291e-07,2.59999396234889e-07,6.445957012601866e-08,1.4968855310826257e-07,7.499797050058987e-08,3.5704005085790413e-08,3.219469135729014e-11,1.2020542783375276e-08,2.54190268833554e-08,1.8250069899750088e-08,3.4349618260876014e-08,2.0068945616458223e-08
184500,1.492021663551668e-06,1.3866727428535341e-06,6.627742301645867e-06,2.0705941494725266e-07,3.5316176649757836e-09,4.634273409465095e-08,4.5373190005193464e-07,2.9362676912114694e-07,7.353988706881864e-08,1.7285560716118198e-07,2.4491811245752615e-08,8.15851208813001e-08,8.90130991137994e-09,1.445604027594527e-07,4.174543377644113e-07,2.4768262107954797e-08,9.318130622659737e-08,1.102831461707865e-07,1.4327454778140236e-09,4.733358593966841e-09,1.2971945295703335e-08,2.271143486609617e-07,1.5084286530964164e-07,8.306157894821808e-08,1.355085430532199e-07,7.639764021405426e-08,6.378775196935749e-08,5.704301031528303e-09,1.2853270447976683e-08,2.6088201821039547e-08,2.042591518147674e-08,3.849683594125963e-08,2.0527835431494168e-08
184800,1.564136919540715e-06,1.8136764552423301e-06,5.920292004191197e-06,1.5701491662412081e-07,2.3259900672201184e-09,6.516066264339315e-08,4.2925356069645204e-07,2.9951847579923196e-07,5.492412924468226e-08,1.3774947404954219e-07,2.237458573972617e-08,7.375263066933258e-08,5.299938266034587e-11,1.1835936675197445e-07,3.001964685722669e-07,7.548543123903073e-09,7.320033290625361e-08,7.418216085852691e-08,3.0084450486356218e-09,1.300300311868341e-09,1.3115062813540135e-08,2.4100532414195186e-07,2.869128934435139e-09,9.536291400991104e-08,1.2086503886621358e-07,5.595909158273571e-08,1.0506435188517571e-07,3.056209152418887e-08,1.2106681879231473e-08,2.312828684125634e-08,2.0308881687469693e-08,3.7655162543615006e-08,1.747856970268913e-08
185100,1.82104085055812e-06,2.6875343976939803e-06,5.248107733279994e-06,7.299251336689849e-08,8.676792617734463e-10,7.670408308513288e-08,3.7870177038712427e-07,3.067645550913767e-07,2.5366460931763868e-08,7.697282455865206e-08,1.615957501144294e-08,5.499780542095323e-08,1.0747676526534633e-08,7.675743063373375e-08,1.7177639932697275e-07,4.184549595720455e-09,3.5998283465232817e-08,1.4327248720746866e-08,4.106560425043426e-09,2.8497453286036034e-09,1.1921571285711252e-08,2.2607695626675195e-07,2.0884779416974197e-07,1.0358424873402328e-07,1.0460542654300298e-07,1.4433673811709014e-08,1.637932030007505e-07,7.459485118488374e-08,9.743864382016909e-09,1.6370876210203278e-08,1.7942817009952705e-08,3.174963580931944e-08,1.0790024873585935e-08
185400,2.341032011798916e-06,4.177093948953825e-06,4.684636799368036e-06,6.043911326969464e-08,8.274980700662127e-10,7.682913860662666e-08,2.9489714137298506e-07,3.165975357433126e-07,1.7917990646765247e-08,1.7085774572933587e-08,4.7736321562297235e-09,2.2222607753974444e-08,2.3689572969942674e-08,1.0987164955622575e-08,1.144873060354712e-06,8.43828473762187e-09,2.5663332792191795e-08,7.803996737720809e-08,4.509203677116602e-09,7.889319419973617e-09,9.160906699889892e-09,1.7320078882221424e-07,4.842897354251363e-07,1.0954627782666648e-07,8.620916247537025e-08,5.169583516817511e-08,2.495232820365345e-07,1.433739527101352e-07,5.325510699094593e-09,4.595648306349176e-09,1.279644123997059e-08,1.958448336836227e-08,5.44929434909136e-10
185700,2.8136974741244103e-06,5.572106168472146e-06,4.055308728823093e-06,1.9501222681128638e-07,2.380723174155719e-09,6.884089742698052e-08,1.9314699528649726e-07,3.098930392297916e-07,6.041735645112567e-08,1.1210501327241218e-07,7.306276472718309e-09,1.2516771619175415e-08,3.515927460284729e-08,5.8277862535760505e-08,2.120318136178412e-06,1.1191183091341372e-08,8.812209273401095e-08,1.683525852058665e-07,4.461838898350834e-09,1.2409614669195435e-08,5.842544226197788e-09,1.0522133919721455e-07,7.288698569141161e-07,1.105597107198264e-07,6.376264849450308e-08,1.1605183658502938e-07,3.2525114335157923e-07,2.0451848570246511e-07,4.5505288426284096e-10,7.743651053715439e-09,6.723887224779901e-09,5.6640772072569234e-09,1.216622536048817e-08
186000,2.7251641760983603e-06,5.693671646156417e-06,3.0800172012845906e-06,2.5488218113878247e-07,3.028276296390686e-09,5.514022660690898e-08,9.874083417571455e-08,2.581594955586297e-07,7.81300428798204e-08,1.5541104403382633e-07,1.312319142243723e-08,3.081107280422657e-08,3.8353626052867185e-08,9.826102598253783e-08,2.3712524139796187e-06,1.6827371496219712e-08,1.1492006279922862e-07,2.0266796241230622e-07,4.054221847127337e-09,1.3817462729548424e-08,3.4724081388048944e-09,5.447458306662156e-08,7.829474171217043e-07,1.016837671841131e-07,3.680782612036637e-08,1.3584306657321576e-07,3.305201659031809e-07,2.0876843365158493e-07,2.3804958004802756e-09,1.3745960814048885e-08,2.5695285899018927e-09,3.0224995839489566e-09,1.7262628659864276e-08
186300,2.0006212473333562e-06,4.424649240775125e-06,1.5624208842268672e-06,2.43926670862038e-07,2.626187267651403e-09,3.265446224531843e-08,1.4134371895124787e-08,1.6785519818540706e-07,7.239070498599176e-08,1.499975397223352e-07,1.3754899441664747e-08,3.632089828897733e-08,3.2134309435605246e-08,1.0956397744621427e-07,2.056520621351865e-06,1.487730827420819e-08,1.0979946551969988e-07,1.840581944634323e-07,2.765752071809402e-09,1.167518348665908e-08,1.5211654158520105e-09,1.0752003731795412e-08,6.531535632348096e-07,7.991641837179486e-08,1.025853890723738e-08,1.1643051323062537e-07,2.6523535723299574e-07,1.6720909457035305e-07,3.6118805724072445e-09,1.4647731916284101e-08,3.878284360325779e-10,7.417021663513879e-09,1.676594507671325e-08
186600,6.838553296972805e-07,1.9009528031688205e-06,5.748447549080993e-07,1.7244023098328398e-07,1.3286012290336657e-09,2.0609149942174554e-09,5.87195501111637e-08,5.14856850486467e-08,4.879753134900966e-08,1.0683758944196597e-07,1.1114622111563222e-08,3.425022754299789e-08,1.7205017854848847e-08,9.362535990931065e-08,1.3640739453535389e-06,1.223973811192991e-09,7.923522815644901e-08,1.2161393669885e-07,4.077236326338607e-10,6.273296548897633e-09,6.744969027749903e-10,3.5238670648141124e-08,3.7182611833941337e-07,4.2333788030646247e-08,1.1509605712944904e-08,7.175135863235482e-08,1.3852546487669315e-07,9.720337601493156e-08,3.905334722276166e-09,1.2286648143344792e-08,3.084075217429927e-09,9.284619295613084e-09,1.2457014975097991e-08
186900,1.0446032128186289e-06,1.4872048623715273e-06,3.165003867877658e-06,6.451021761222364e-08,7.257554557327239e-10,3.662504610701944e-08,1.195788712493595e-07,7.568897331111657e-08,1.3842040402778366e-08,4.017513077769763e-08,7.020318548711657e-09,2.94443296411373e-08,4.342616932717647e-09,6.107836014734858e-08,5.50358414841412e-07,3.392854353023722e-08,3.476618104514273e-08,3.246099566922567e-08,3.0953941632105852e-09,1.6389520851589623e-09,3.3127207643701695e-09,8.963101549852581e-08,8.965898246060533e-09,6.540695096646232e-09,2.5859087315893703e-08,1.2818375694223505e-08,2.7888638953754707e-08,1.5549815657323052e-08,3.867342002195073e-09,8.650005156596308e-09,6.10424422120559e-09,1.0094716174080531e-08,6.196351876042172e-09
187200,2.6795841030491374e-06,4.734771032133267e-06,5.493338584017238e-06,5.2113641402229405e-08,2.6878694825427374e-09,7.414005409600577e-08,1.6788671075573802e-07,1.9256695793501422e-07,2.0297356684295664e-08,2.583892921848019e-08,3.576502649593749e-09,2.4958097810667823e-08,2.6220185134206986e-08,1.9705410636561282e-08,2.6255523977170014e-07,6.780536665473846e-08,1.269538785209079e-08,6.191293522306296e-08,6.618073200570507e-09,9.637801667849999e-09,6.343320535506791e-09,1.469905512863079e-07,4.049176425269252e-07,6.071324065715089e-08,3.493014588684673e-08,3.848795415706263e-08,1.9517361238285957e-07,6.118970929946954e-08,3.996490249846829e-09,5.250576862181333e-09,9.568644543378468e-09,1.1705843405707128e-08,2.9683633329113945e-10
187500,3.7613328380814437e-06,6.920366935503353e-06,6.928470646982987e-06,1.4286764127291463e-07,3.908205314928637e-09,1.0070903755377003e-07,2.02185859166093e-07,2.775548608724421e-07,4.3982254283037037e-08,7.188166506466587e-08,1.5540280173809151e-09,2.1544821038332884e-08,4.183213775377226e-08,1.624972867375618e-08,9.233050022317002e-07,8.806272688843819e-08,5.004395120522531e-08,1.3488656236404495e-07,8.975298726454639e-09,1.5272995312898274e-08,8.88759643657977e-09,1.9147584140455365e-07,7.080319619490183e-07,1.0524717453108678e-07,4.168035871998654e-08,7.034762461444188e-08,3.185439894082265e-07,1.1863244253618177e-07,4.243602802489477e-09,2.760536688128923e-09,1.245589231757549e-08,1.3864763559467974e-08,3.755687316697731e-09
187800,4.073387035674614e-06,7.66009910790899e-06,7.030626257176209e-06,2.1011697981521138e-07,3.909086387920979e-09,1.1169285585310718e-07,2.2188763182384719e-07,3.318144550235047e-07,5.4853124709097756e-08,9.382311105810004e-08,8.998171097118757e-10,1.6876711583790893e-08,4.8911424244124646e-08,5.073584929959907e-08,1.5982212531184814e-06,7.975443594432363e-08,8.041660493063318e-08,1.902560171629375e-07,9.333241735021147e-09,1.760874113188038e-08,1.0866585853364086e-08,2.1716287079698304e-07,9.241531486736676e-07,1.4143631688057212e-07,5.071074582474466e-08,7.836810311800946e-08,3.910104169335682e-07,1.6290618987113703e-07,4.512592965966178e-09,6.368878757712082e-10,1.4586092333956913e-08,1.689161877038714e-08,6.077300440665567e-09
188100,3.740304212129786e-06,7.135235541966267e-06,6.165973026384108e-06,2.520455879562178e-07,2.3892283707027673e-09,9.659781596838002e-08,2.1755852230853634e-07,3.52585637131142e-07,5.320290341614964e-08,9.520425692244316e-08,2.8771296456397977e-10,7.06855729504241e-09,4.5363684364474466e-08,8.401992346307452e-08,2.4194070462613126e-06,3.496458589324902e-08,1.0511880788044436e-07,2.288845308839882e-07,6.747619352154288e-09,1.586425213417897e-08,1.1392700116630294e-08,2.0142113044130383e-07,1.0190685273414601e-06,1.6258787383094386e-07,6.559204024370047e-08,6.98252762276752e-08,4.030120663855996e-07,1.9354200730958837e-07,3.99459310074235e-09,2.2761952322980505e-09,1.4373348733442981e-08,1.7441294630771154e-08,7.827857473330369e-09
188400,2.98408186338861e-06,5.7195945188937e-06,4.8422964411543035e-06,2.723402019455534e-07,4.0033398818195565e-10,5.972621863747918e-08,1.9871086465172993e-07,3.432385113910641e-07,3.853104857398648e-08,7.51368105511574e-08,8.2519591160235e-10,3.0534152983818785e-09,3.3565321189144015e-08,1.1804958433003776e-07,3.2525841575647974e-06,3.035876972035112e-08,1.2267444304825403e-07,2.480270353544256e-07,2.025927869908628e-09,1.090658940938738e-08,1.1289046142337611e-08,1.5842226019913141e-07,9.874796091935423e-07,1.7582782874114855e-07,8.255568673121161e-08,3.889032029746886e-08,3.687039722422014e-07,2.0191339444863843e-07,3.211333421404561e-09,4.960405419751623e-09,1.2799318938050419e-08,1.702356655641779e-08,8.045383026455966e-09
188700,2.2137414710243775e-06,4.176806648104048e-06,3.781396607394072e-06,2.8614915237312744e-07,3.925549663108541e-09,7.04918790006559e-09,1.6970822969142318e-07,3.201426608256952e-07,1.7006676955588773e-08,4.572780909484209e-08,1.3640573115480947e-09,1.3002583898469311e-08,1.7730009460592555e-08,1.5494431693241495e-07,4.1414070111045476e-06,1.045452435732841e-07,1.383822549883007e-07,2.60833665777227e-07,3.905142875737511e-09,4.355506177944335e-09,1.0951119122637465e-08,9.693933833432311e-08,8.888830080877597e-07,1.8688830749624685e-07,1.0125632599056189e-07,2.5738273734532413e-09,3.164386725984514e-07,1.962371030117538e-07,2.230919449175417e-09,7.408040403333871e-09,1.052504217113892e-08,1.532617233124256e-08,7.729553885837959e-09
189000,1.6826468431929698e-06,2.991236392801966e-06,3.3980172631231653e-06,3.0000951767306105e-07,7.688228720326151e-09,5.549411952188166e-08,1.3327841230648119e-07,2.9332127837733424e-07,6.355563186843938e-09,1.6028998572892306e-08,2.476888028013491e-09,2.2626835516348365e-08,8.803553441794065e-10,1.928423714048222e-07,5.068727240598037e-06,1.7839646915263074e-07,1.542059280268404e-07,2.7392806600801123e-07,1.0264656680192275e-08,2.5858071239781566e-09,1.0465200261933205e-08,2.314158820126977e-08,7.618253761165761e-07,1.9681407081861835e-07,1.2084350942132005e-07,4.3827739659718645e-08,2.6306927480845843e-07,1.825508846309276e-07,1.0521006288399803e-09,9.621189178687928e-09,7.866752582685876e-09,1.1921329701181094e-08,7.636984378223133e-09
189300,1.5386132368178096e-06,2.490156028045476e-06,3.8065614447191365e-06,3.2075656264396457e-07,1.1127987420422869e-08,1.182080282546849e-07,9.45908240623794e-08,2.744078813066153e-07,2.566601153830561e-08,4.445148249487829e-09,4.639218786905985e-09,3.2359707802243065e-08,1.366206703323769e-08,2.301570489748883e-07,6.018646651284598e-06,2.4382256214039444e-07,1.7241369221210334e-07,2.945007508969866e-07,1.618957412574673e-08,8.606313883774419e-09,9.936869105331425e-09,5.279881065689551e-08,6.559213971968347e-07,2.071530360581164e-07,1.4038627682566585e-07,7.387118472479415e-08,2.2497843588098476e-07,1.706108889720781e-07,3.1305091852118494e-10,1.184842091106475e-08,5.168701022739697e-09,6.887574954816955e-09,8.526434669420269e-09
189600,1.4966554893192097e-06,2.1409272434880222e-06,4.505798536058592e-06,3.30787514712938e-07,1.4209867060799297e-08,1.7802511109721308e-07,5.736684016710569e-08,2.485625998360774e-07,4.554322430294633e-08,2.679168886743355e-08,6.138762387308816e-09,3.846373886062793e-08,2.730511994286644e-08,2.597497754663891e-07,6.7317552847612205e-06,2.9588763794663464e-07,1.8377829036353432e-07,3.0375396420367906e-07,2.139644550425146e-08,1.4195748576639744e-08,9.446260662571149e-09,1.2351117106845777e-07,5.194197711944071e-07,2.1357649870878959e-07,1.5523097118830265e-07,1.045573085889373e-07,1.848138353466311e-07,1.4755397614862886e-07,1.4143637372399098e-09,1.301532392972149e-08,2.7408120217842225e-09,2.0642829667849583e-09,8.639695181500429e-09
189900,1.320869106535838e-06,1.5128504244898977e-06,5.051695971758363e-06,3.152899239466933e-07,1.6659512880323746e-08,2.2807236632615968e-07,2.8919423300521885e-08,2.0333582995135657e-07,6.942156005607103e-08,6.052134438050416e-08,4.891809624041343e-09,3.5920244556564285e-08,4.008202125760363e-08,2.741458970945132e-07,6.896413530910195e-06,3.2371335123571043e-07,1.7921976791512861e-07,2.8289959885796634e-07,2.5095850730849634e-08,1.93048634855586e-08,9.303398940119223e-09,1.7481375635952645e-07,3.1365611619094125e-07,2.1344825285041225e-07,1.589236759969026e-07,1.4746549936717201e-07,1.331824677208715e-07,1.011471084666482e-07,1.6002488223421096e-09,1.1792252507802914e-08,1.3536478604692093e-09,5.2096993385930546e-11,6.051891432434786e-09
190200,8.020329751445843e-07,1.7874994995281668e-07,5.17943552580391e-06,2.627311133096555e-07,1.8668075085770397e-08,2.714244544677058e-07,9.527013844490284e-09,1.2231924273464756e-07,1.0357125290738622e-07,1.1779879827145123e-07,8.419647201662883e-10,2.0805153155833978e-08,5.402256419984042e-08,2.7101859245703963e-07,6.323521837714452e-06,3.241261481434776e-07,1.5213507253974967e-07,2.156959411081516e-07,2.7298177940338064e-08,2.4701925838144234e-08,9.722455729388457e-09,2.0451074789207269e-07,1.889965517420933e-08,2.0509017417680298e-07,1.4720053087557972e-07,2.184587089004708e-07,5.596157848231087e-08,1.5684953780237265e-08,4.2012970880023204e-10,7.074255847783206e-09,1.3890968375562807e-09,2.532253517983918e-09,1.0314593623661494e-09
190500,4.779227680273834e-09,1.7936361800252598e-06,5.154165087617457e-06,1.7309972832890708e-07,2.0217001406308555e-08,3.1322024085511657e-07,9.513620113921206e-09,1.0325550192646915e-08,1.5135542241750954e-07,2.031084278542039e-07,1.2140098704094271e-08,1.0553925733347569e-08,6.925227324927619e-08,2.525590190316507e-07,4.854366515871789e-06,2.8666165974300384e-07,1.0005624062614515e-07,9.444872972608209e-08,2.769193230278688e-08,3.041031249040316e-08,1.0995705679306411e-08,2.1306735931148069e-07,5.139995593594904e-07,1.8917964439424395e-07,1.1304184965865716e-07,3.2828759088943116e-07,4.766348382645447e-08,1.2564581908236505e-07,2.4395276909672248e-09,2.189068482039147e-09,3.302901063761965e-09,1.0036899311671732e-08,1.3706866752727365e-08
190800,4.3558126172627e-06,6.842582926935847e-06,1.1368642311992971e-05,8.697822551084755e-08,3.860975539282663e-09,2.623382755473358e-08,2.112707164769745e-08,9.236379838739595e-08,1.1742898209377017e-08,4.4369727447701734e-08,6.810452646277554e-09,9.989157945256011e-09,6.931102802809619e-09,1.3505265883395623e-07,1.9529646451132976e-06,2.299871226796313e-08,4.455887392396107e-08,1.0728390265057897e-07,6.14748785210395e-09,7.809717317286413e-10,5.302531747020112e-09,1.4682591142900492e-08,1.0130747796210926e-08,1.5048398438466393e-07,2.354285300043557e-08,3.579707907874763e-08,1.1296035751229283e-07,2.5122623981133074e-08,2.1981421127748035e-09,6.194269985826395e-09,3.144712934499694e-09,7.001787594163034e-09,5.3769184660268365e-09
191100,6.636211420385507e-06,1.0125755487422339e-05,1.817450706909085e-05,1.9062759548660324e-07,8.430212972143636e-09,4.903773742626072e-08,1.1356922868799302e-07,9.909580711564558e-08,1.5911510331534373e-08,2.16425704024914e-08,2.0177260751097492e-08,6.743589864299793e-08,1.9520044247656188e-08,3.468898341907334e-07,2.1915280044026986e-06,1.2698998119731186e-07,1.0936771133174261e-07,7.772653987103695e-08,6.91925094997714e-09,3.3493847695353907e-09,2.3979850993782748e-08,2.442129769519852e-07,2.654990893802278e-07,3.980990683771779e-07,1.0943200834390154e-07,6.918973127767458e-08,1.296023697250348e-07,3.417673823946643e-07,6.468169999607198e-09,2.661081310861846e-08,6.296332344390976e-09,1.0807170269799826e-08,2.0542792356081918e-08
191400,8.550003851581778e-06,1.263645211935227e-05,2.458477361955147e-05,3.3832585444315555e-07,6.693490206544084e-09,8.911194271377099e-08,2.0178405435444802e-07,2.7621956633083755e-07,3.4888373079411394e-08,7.238791255304022e-08,3.622115940515869e-08,1.1212088679712906e-07,2.3190857234567375e-08,3.405411490575716e-07,5.4609619226653194e-06,2.4152326005832947e-07,1.9847753662816103e-07,1.7576944344455114e-08,1.2436487395461882e-09,5.367631672470452e-09,2.778090646415876e-08,3.516534619052436e-07,4.2683001311161206e-07,3.862203357130056e-07,1.9866308775817743e-07,1.4845956997078247e-07,2.792694502318227e-07,5.380382646080761e-07,1.1641894559488719e-08,4.512104112563975e-08,1.2809664440283086e-08,2.179706370952772e-08,3.5320297797625244e-08
191700,1.0690790443135256e-05,1.5928820637611807e-05,3.0373655853566106e-05,1.1007522715544837e-07,1.005290073408105e-09,3.602838916094697e-08,1.7400120810862063e-07,2.4014955357642975e-07,1.1577036218568537e-08,1.9211839230592886e-08,1.659341819504334e-08,5.99865757067164e-08,1.6770080435435375e-08,1.0230316149772989e-07,3.6109702037379066e-06,2.048551834832324e-07,8.749528035423282e-08,5.0220670289036207e-08,5.521044954548415e-09,6.308013666966872e-09,8.643560533982964e-09,1.385277528243023e-07,2.450713765256296e-07,5.391832758050441e-08,1.442465489276401e-07,9.523732558136544e-08,1.1621177264942162e-07,3.1571035208344256e-07,5.0257256134500494e-09,2.215958971873988e-08,6.0924705280740454e-09,5.408942627127544e-09,1.631841684002211e-08
